System,Name,Year,ROM Name,Players,Joystick Input,Other Input,Buttons,Vertical,Manufacturers,Player Legends 2,Retro Arcade 2 Elites,Other CoinOps
arcade,Metal Slug 2: Super Vehicle-001/II,1998,irobot,2,analog,none,2,HORIZONTAL,Atari,No,No,Yes
arcade,Metal Slug 3,2000,ironclad,2,8 way,none,4,HORIZONTAL NEOGEO,Saurus / SNK,Yes,Yes,Maybe
arcade,Metal Slug 4,2002,jjsquawk,2,8 way,none,3,HORIZONTAL,Athena / Able,Yes,Yes,Maybe
arcade,Metal Slug 5,2003,jrpacman,2,4 way,none,0,VERTICAL,Bally Midway,Yes,Yes,Maybe
arcade,Metal Slug X: Super Vehicle-001,1999,kazan,2,8 way,none,2,HORIZONTAL,Jaleco,Yes,Yes,Maybe
arcade,Metal Slug: Super Vehicle-001,1996,kchampvs,2,twin stick,none,0,VERTICAL,Data East,Yes,Yes,Maybe
arcade,Metal Soldier Isaac 2,1985,lbowling,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Metamoqester,1995,lethalen,2,lightgun,none,1,HORIZONTAL,Konami,No,No,Yes
arcade,Metamorphic Force,1993,lghost,4,lightgun,none,2,HORIZONTAL,SEGA,No,No,Yes
arcade,Metro-Cross,1985,liquidk,2,8 way,none,2,HORIZONTAL,Taito,Yes,No,Maybe
arcade,Michael Jackson's Moonwalker (World),1990,loffire,3,lightgun,none,2,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,Midnight Resistance,1989,lresort,2,8 way,positional,4,HORIZONTAL NEOGEO,SNK,Yes,Yes,Maybe
arcade,Mighty Warriors,null,ltswords,2,8 way,none,4,HORIZONTAL,Irem,No,No,Yes
arcade,Mighty! Pang,2000,luckywld,2,lightgun,none,1,HORIZONTAL,Namco,No,Yes,Maybe
arcade,Mikie,1984,macross,2,8 way,none,2,VERTICAL,Banpresto,Yes,Yes,Maybe
arcade,Mille Miglia 2: Great 1000 Miles Rally,1995,macross2,2,8 way,paddle / dial,2,HORIZONTAL,Banpresto / NMK,No,Yes,Maybe
arcade,Millipede,1982,macrossp,2,8 way,trackball,4,VERTICAL,MOSS / Banpresto,Yes,Yes,Maybe
arcade,Minky Monkey,1982,marblmd2,2,8 way,none,2,HORIZONTAL,,No,No,Yes
arcade,Mirai Ninja,1988,mk4,2,8 way,none,6,HORIZONTAL,Midway,No,No,Yes
arcade,Missile Command,1980,mplanets,2,8 way,trackball,2,VERTICAL,Gottlieb,Yes,Yes,Maybe
arcade,Mission Craft,2000,mutantf,2,8 way,none,2,HORIZONTAL,Data East,No,No,Yes
arcade,Mister Viking,1984,nibbler,2,4 way,none,0,VERTICAL,Rock-Ola,No,No,Yes
arcade,Mobile Suit Gundam,1993,nightstr,2,8 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Mobile Suit Gundam EX Revue,1994,ninjaw,2,8 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Mobile Suit Gundam Final Shooting,1995,opwolf3,2,lightgun,lightgun,2,HORIZONTAL,Taito,No,No,Yes
arcade,Momoko 120%,1986,ordyne,2,8 way,none,3,HORIZONTAL,Namco,No,No,Yes
arcade,Money Puzzle Exchanger,1997,orlegend,2,8 way,none,4,HORIZONTAL,IGS,No,No,Yes
arcade,Monster Bash,1982,oscar,2,8 way,none,3,HORIZONTAL,Data East,No,No,Yes
arcade,Monster Farm Jump,2001,outfxies,4,8 way,none,3,HORIZONTAL,Namco,No,No,Yes
arcade,Monster Maulers,1993,pacnpal,4,4 way,none,1,VERTICAL,Namco,No,No,Yes
arcade,Moon Cresta,1980,phelios,2,8 way,none,3,VERTICAL,Namco,Yes,Yes,Maybe
arcade,Moon Patrol,1982,polepos,2,analog,none,1,HORIZONTAL,Namco,Yes,Yes,Maybe
arcade,Moonwar,1981,ptblank,2,lightgun,dial,1,HORIZONTAL,Namco,No,No,Yes
arcade,Mortal Kombat,1992,racedriv,2,analog,none,0,HORIZONTAL,Atari Games,Yes,Yes,Maybe
arcade,Mortal Kombat 2,1993,radarscp,2,4 way,none,1,VERTICAL,Nintendo,Yes,Yes,Maybe
arcade,Mortal Kombat 3,1994,rallybik,2,8 way,none,2,VERTICAL,Toaplan / Taito,No,No,Yes
arcade,Mortal Kombat 4,1997,raphero,2,8 way,none,3,VERTICAL,NMK,No,No,Yes
arcade,Mortal Kombat II Challenger,1993,revx,2,lightgun,none,2,HORIZONTAL,Midway,No,No,Yes
arcade,Mouse Shooter GoGo,1995,riotcity,2,8 way,none,3,HORIZONTAL,SEGA / Westone,No,No,Yes
arcade,Mouse Trap,1981,rohga,1,8 way,none,3,HORIZONTAL,Data East,No,No,Yes
arcade,Mouser,1983,sdi,2,trackball,none,1,HORIZONTAL,SEGA,No,No,Yes
arcade,Mr. Do!,1982,sengekis,2,8 way,none,3,VERTICAL,Kaneko / Warashi,Yes,Yes,Maybe
arcade,Mr. Do's Castle,1983,sengoku,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,Yes,Maybe
arcade,Mr. Do's Wild Ride,1984,sengoku2,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Mr. Driller,1999,sfex,2,8 way,none,6,HORIZONTAL,Capcom / Arika,No,No,Yes
arcade,Mr. Goemon,1986,sfrush,2,analog,none,1,HORIZONTAL,,No,No,Yes
arcade,Ms. Pac-Man,1981,sgunner,2,lightgun,none,2,HORIZONTAL,Namco,Yes,Yes,Maybe
arcade,Muchi Muchi Pork!,2007,sgunner2,2,lightgun,none,2,HORIZONTAL,Namco,No,Yes,Maybe
arcade,Mug Smashers,1990,shadowld,2,8 way,none,3,HORIZONTAL,Namco,No,No,Yes
arcade,Munch Mobile,1983,slipstrm,2,analog,none,1,HORIZONTAL,Capcom,No,No,Yes
arcade,Muscle Bomber Duo: Ultimate Team Battle,1993,spacedx,4,8 way,none,3,HORIZONTAL,Taito,No,No,Yes
arcade,Mushihime-Sama,2004,spacegun,2,lightgun,none,3,HORIZONTAL,Taito,No,Yes,Maybe
arcade,Mushihime-Sama Futari Ver 1.0,2006,spcinv95,2,8 way,none,4,VERTICAL,Taito,Yes,Yes,Maybe
arcade,Mustache Boy,1987,spiders,2,4 way,none,1,VERTICAL,Sigma Enterprises Inc.,No,No,Yes
arcade,Mutant Fighter,1991,spinlbrk,2,8 way,none,3,HORIZONTAL,V-System Co.,No,No,Yes
arcade,Mutation Nation,1992,srallyc,2,analog,none,6,HORIZONTAL,SEGA,No,No,Yes
arcade,My Hero,1985,ssi,2,8 way,none,2,VERTICAL,Taito,Yes,Yes,Maybe
arcade,Mysterious Stones: Dr. John's Adventure,1984,starblad,2,analog,none,4,HORIZONTAL,Namco,No,No,Yes
arcade,Mystic Marathon,1983,starforc,1,8 way,none,1,VERTICAL,Tehkan,No,No,Yes
arcade,Mystic Riders,1992,starglad,2,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Mystic Warriors,1993,startrek,4,analog,none,4,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,N.Y. Captor,1985,strhoop,1,8 way,lightgun,4,HORIZONTAL NEOGEO,Data East,No,No,Yes
arcade,NAM-1975,1990,strider2,2,8 way,none,3,HORIZONTAL,Capcom,No,No,Yes
arcade,NBA Hangtime,1996,strkfgtr,4,analog,none,3,HORIZONTAL,SEGA,No,Yes,Maybe
arcade,NBA Jam,1993,subroc3d,4,8 way,none,1,HORIZONTAL,SEGA,No,No,Yes
arcade,NBA Jam TE,1994,superchs,4,analog,none,3,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,NBA Maximum Hangtime,1996,superspy,4,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,Yes,Maybe
arcade,NBA Showtime NBA on NBC,1999,svg,4,8 way,stick,4,HORIZONTAL,IGS / Idea Factory,No,No,Yes
arcade,NFL Blitz,1997,swatpolc,2,8 way,stick,3,HORIZONTAL,ESD,Yes,Yes,Maybe
arcade,NFL Blitz '99,1998,szaxxon,4,8 way,stick,1,VERTICAL,SEGA,No,No,Yes
arcade,NFL Blitz 2000 Gold Edition,1999,tacscan,4,analog,stick,2,VERTICAL,SEGA,No,No,Yes
arcade,Namco Classic Collection Vol.1,1995,tankfrce,2,8 way,none,3,HORIZONTAL,Namco,No,No,Yes
arcade,Namco Classic Collection Vol.2,1996,tattass,2,8 way,none,6,HORIZONTAL,Data East,No,No,Yes
arcade,Narc,1988,tbowl,2,8 way,none,2,HORIZONTAL,Tecmo,Yes,Yes,Maybe
arcade,Nastar,1988,thedeep,2,8 way,none,2,VERTICAL,Woodplace Inc.,No,No,Yes
arcade,Naughty Boy,1982,timber,2,4 way,none,2,HORIZONTAL,Bally Midway,Yes,Yes,Maybe
arcade,Nebulas Ray,1994,timecris,4,lightgun,none,2,HORIZONTAL,Namco,No,Yes,Maybe
arcade,Nekketsu Kouha Kunio-kun,1986,timekill,2,8 way,none,5,HORIZONTAL,Strata/Incredible Technologies,No,No,Yes
arcade,Nemesis,1985,tshoot,2,lightgun,none,3,HORIZONTAL,Williams,No,No,Yes
arcade,Nemo,1990,tumblep,2,8 way,none,2,HORIZONTAL,Data East,No,Yes,Maybe
arcade,Neo Bomberman,1997,turbo,2,analog,none,3,VERTICAL,SEGA,No,No,Yes
arcade,Neo Drift Out: New Technology,1996,ultrax,2,8 way,none,3,VERTICAL,Banpresto / Tsuburaya Productions,Yes,No,Maybe
arcade,Neo Mr. Do!,1996,vf,2,8 way,none,3,HORIZONTAL,SEGA,No,No,Yes
arcade,Neo Turf Masters,1996,vf2,2,8 way,none,3,HORIZONTAL,SEGA,No,Yes,Maybe
arcade,Neo-Geo Cup '98: The Road to the Victory,1998,warriorb,2,8 way,none,3,HORIZONTAL,Taito,No,No,Yes
arcade,New Rally X,1981,wcbowldx,2,trackball,none,2,HORIZONTAL,Incredible Technologies,No,No,Yes
arcade,New Zero Team,1997,wecleman,2,analog,none,2,HORIZONTAL,Konami,No,Yes,Maybe
arcade,"NewZealand Story (World, new version), The",1988,wh1,2,8 way,none,4,HORIZONTAL NEOGEO,Alpha Denshi Co. / ADK,Yes,Yes,Maybe
arcade,"Next Space, The",1989,xevi3dg,2,8 way,none,3,HORIZONTAL,Namco,No,No,Yes
arcade,Nibbler,1982,xybots,2,8 way,none,3,HORIZONTAL,Atari Games / Atari,No,No,Yes
arcade,Night Raid,2001,zerowing,4,8 way,none,2,HORIZONTAL,Toaplan / Taito,No,No,Yes
arcade,Night Slashers,1994,zombraid,3,lightgun,none,2,HORIZONTAL,American Sammy,Yes,Yes,Maybe
arcade,Night Striker,1989,anteater,1,4 way,stick,2,VERTICAL,,No,No,Yes
arcade,Night Warriors: Darkstalkers' Revenge,1995,dolphin,2,8 way,none,6,HORIZONTAL,Sammy,No,Yes,Maybe
arcade,Night Warriors: Darkstalkers' Revenge,1995,lostwsga,2,lightgun,none,2,HORIZONTAL,SEGA,No,No,Yes
arcade,Nightmare in the Dark,2000,mslug6,2,8 way,none,2,HORIZONTAL NEOGEO,,No,Yes,Maybe
arcade,Ninja Baseball Bat Man,1993,swtrilgy,4,analog,none,1,HORIZONTAL,,No,Yes,Maybe
arcade,Ninja Clowns,1991,vf3,2,8 way,none,2,HORIZONTAL,,No,No,Yes
arcade,Ninja Combat,1990,88games,2,buttons only,none,3,HORIZONTAL,Konami,No,Yes,Maybe
arcade,Ninja Commando,1992,1945kiii,2,8 way,none,4,VERTICAL,Oriental Soft,No,Yes,Maybe
arcade,Ninja Emaki,1986,3countb,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Ninja Gaiden,1988,3on3dunk,2,8 way,none,4,HORIZONTAL,Video System Co.,Yes,Yes,Maybe
arcade,Ninja Kazan,1988,ad2083,2,8 way,none,2,VERTICAL,Midcoin,No,Yes,Maybe
arcade,"Ninja Kids, The",1990,aso,4,8 way,none,3,VERTICAL,SNK,No,No,Yes
arcade,Ninja Master's: Haoh-ninpo-cho,1996,aceattac,2,analog,none,1,VERTICAL,SEGA,No,No,Yes
arcade,Ninja Spirit,1988,acrobatm,2,8 way,none,3,VERTICAL,UPL / Taito,Yes,Yes,Maybe
arcade,"Ninja Warriors, The",1987,dogfgt,2,8 way,none,3,HORIZONTAL,Technos Japan,No,Yes,Maybe
arcade,Ninja-Kid 2,1987,robby,2,4 way,none,1,HORIZONTAL,Dave Nutting Associates / Bally Midway,No,Yes,Maybe
arcade,Nitro Ball,1992,aerofgts,3,8 way,none,3,VERTICAL,"McO'River, Inc.",No,No,Yes
arcade,Noboranka,1986,aburner,2,analog,none,2,HORIZONTAL,SEGA / Yu Suzuki,No,No,Yes
arcade,Nostradamus,1993,aoh,2,8 way,none,4,HORIZONTAL,Unico,No,No,Yes
arcade,Omega Fighter,1989,airattck,2,8 way,none,2,VERTICAL,Comad,No,No,Yes
arcade,Omega Race,1981,airbustr,2,8 way,dial,2,HORIZONTAL,Kaneko / Namco license,No,No,Yes
arcade,Opa Opa,1987,airduel,2,8 way,none,4,VERTICAL,Irem,No,No,Yes
arcade,Operation Thunderbolt,1988,arescue,2,analog,stick,2,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,Operation Wolf,1987,alexkidd,1,8 way,lightgun,3,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,Operation Wolf 3,1994,aliencha,2,8 way,lightgun,6,HORIZONTAL,IGS,No,No,Yes
arcade,Ordyne,1988,aligator,2,8 way,none,3,HORIZONTAL,Gaelco,No,No,Yes
arcade,Oriental Legend,1997,maze,4,8 way,none,0,HORIZONTAL,Midway,No,No,Yes
arcade,Oriental Legend Super,1998,ambush,4,8 way,none,2,HORIZONTAL,Tecfri,No,No,Yes
arcade,Osman,1996,amerdart,2,trackball,none,1,HORIZONTAL,Ameri,No,Yes,Maybe
arcade,Out Run,1986,androdun,1,8 way,pedal / paddle,4,HORIZONTAL NEOGEO,Visco / SNK,Yes,Yes,Maybe
arcade,Out Zone,1990,angelkds,2,twin stick,none,0,VERTICAL,SEGA / Nasco?,Yes,Yes,Maybe
arcade,OutRunners,1992,apache3,2,analog,pedal / paddle,3,HORIZONTAL,Tatsumi,Yes,Yes,Maybe
arcade,"Outfoxies, The",1994,aquajack,4,8 way,none,4,HORIZONTAL,Taito / Romstar Incorporated,No,Yes,Maybe
arcade,Over Top,1996,arabfgt,2,8 way,none,2,HORIZONTAL,SEGA,No,No,Yes
arcade,P-47 Aces,1995,arabianm,2,8 way,none,4,HORIZONTAL,Taito,No,Yes,Maybe
arcade,P-47: The Phantom Fighter,1988,arbalest,2,8 way,none,2,VERTICAL,Jordan I.S. / Seta,No,No,Yes
arcade,P.O.W.: Prisoners of War,1988,arcadecl,2,trackball,none,3,HORIZONTAL,Atari Games,Yes,Yes,Maybe
arcade,Pac & Pal,1983,area51t,2,lightgun,none,1,HORIZONTAL,Atari Games / Time Warner license,No,No,Yes
arcade,Pac-Land,1984,argus,2,8 way,only_buttons,2,VERTICAL,NMK / Jaleco license,Yes,Yes,Maybe
arcade,Pac-Man,1980,arkretrn,2,8 way,none,4,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Pac-Man Plus,1982,armwrest,2,4 way,none,1,HORIZONTAL,Nintendo,No,No,Yes
arcade,Pac-Mania,1987,armedf,2,8 way,none,3,VERTICAL,Nichibutsu,Yes,Yes,Maybe
arcade,Paddle Mania,1988,armora,4,4 way,none,2,HORIZONTAL,Cinematronics,No,No,Yes
arcade,Palamedes,1990,armorcar,2,4 way,none,2,VERTICAL,Stern Electronics,No,No,Yes
arcade,Pandora's Palace,1984,assaultp,2,twin stick,none,1,VERTICAL,Namco,No,No,Yes
arcade,Pang,1989,astrob,2,4 way,none,2,VERTICAL,SEGA,No,No,Yes
arcade,Pang Pang,1994,astrof,2,4 way,none,1,VERTICAL,Data East,No,No,Yes
arcade,Pang Pang Car,1999,astinvad,1,4 way,none,1,VERTICAL,Leijac Corporation / Stern Electronics license,No,No,Yes
arcade,Pang Pom's,1992,astrowar,2,4 way,none,1,VERTICAL,Zaccaria / Zelco,No,No,Yes
arcade,Pang! 3,1995,astron,2,8 way,none,2,HORIZONTAL,SEGA,No,No,Yes
arcade,Panic Bomber,1994,asuka,2,8 way,none,2,VERTICAL,Taito,No,No,Yes
arcade,Panic Street,1999,asylum,2,8 way,none,2,VERTICAL,Leland Corporation,No,No,Yes
arcade,Paperboy,1984,ataxx,1,trackball,stick,1,HORIZONTAL,Leland Corporation / Capcom,Yes,Yes,Maybe
arcade,Parodius DA!,1990,robokid,2,8 way,none,2,HORIZONTAL,UPL,No,Yes,Maybe
arcade,Pass,1992,aurail,2,8 way,none,3,HORIZONTAL,SEGA / Westone,No,No,Yes
arcade,"Passing Shot (World, 2 Players)",1988,avengrgs,2,8 way,none,4,HORIZONTAL,Data East,No,No,Yes
arcade,Peggle,1991,avspirit,1,8 way,none,2,HORIZONTAL,Jaleco,No,No,Yes
arcade,Pengo,1982,aztarac,2,analog,none,2,HORIZONTAL,Centuri,Yes,Yes,Maybe
arcade,Penguin Brothers,2000,bwings,2,8 way,none,2,VERTICAL,Data East,No,No,Yes
arcade,Penguin-Kun Wars,1985,bcstry,2,8 way,none,3,HORIZONTAL,SemiCom / Tirano,No,No,Yes
arcade,Performan,1985,backfirt,2,8 way,none,2,HORIZONTAL,Tecmo,No,No,Yes
arcade,Peter Pack Rat,1984,bssoccer,1,8 way,none,3,HORIZONTAL,SunA / Unico license,No,Yes,Maybe
arcade,Peter Pepper's Ice Cream Factory (DECO Cassette) (US),1984,badlands,2,analog,stick,2,HORIZONTAL,Atari Games / Atari,No,No,Yes
arcade,Phelios,1988,bakubaku,2,8 way,none,4,HORIZONTAL,SEGA,No,No,Yes
arcade,Phoenix,1980,baluba,2,8 way,none,1,VERTICAL,"Able Corp, Ltd.",Yes,Yes,Maybe
arcade,Pigskin 621AD,1990,b2b,2,8 way,stick,4,HORIZONTAL,Visco / Neo Conception International,No,No,Yes
arcade,Pinball Action,1985,bangbead,2,8 way,only_buttons,4,HORIZONTAL NEOGEO,Visco,No,No,Yes
arcade,Pink Sweets: Ibara Sorekara,2006,baryon,2,8 way,none,3,VERTICAL,SemiCom / Tirano,No,Yes,Maybe
arcade,Pipe Dream,1990,bstars,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Pipeline,1990,batman,1,8 way,none,2,HORIZONTAL,Atari Games / Atari,No,No,Yes
arcade,Pipi & Bibis,1991,battlnts,2,8 way,none,1,VERTICAL,Konami,No,No,Yes
arcade,Pirate Ship Higemaru,1984,bcruzm12,2,8 way,none,1,VERTICAL,Sigma Enterprises Inc.,Yes,Yes,Maybe
arcade,Pirates,1994,flipshot,2,8 way,none,4,HORIZONTAL NEOGEO,Visco,No,No,Yes
arcade,Pit Fighter,1990,btlkroad,3,8 way,none,6,HORIZONTAL,Psikyo,No,Yes,Maybe
arcade,"Pit, The",1982,battlane,2,8 way,none,2,VERTICAL,Technos Japan / Taito,No,No,Yes
arcade,Pitfall 2,1985,bsharkjjs,2,8 way,none,2,HORIZONTAL,Taito,Yes,No,Maybe
arcade,Plasma Sword: Nightmare of Bilstein,1998,atlantis,2,8 way,none,2,VERTICAL,Comsoft,No,No,Yes
arcade,Pleasure Goal,1996,blswhstl,2,8 way,none,2,VERTICAL,Konami,No,No,Yes
arcade,Pleiads,1981,berlwall,2,4 way,none,3,HORIZONTAL,Kaneko,Yes,Yes,Maybe
arcade,Plotting,1989,bermudat,2,8 way,none,2,VERTICAL,SNK,No,No,Yes
arcade,Plump Pop,1987,bbbxing,2,8 way,dial,5,HORIZONTAL,Jaleco,No,No,Yes
arcade,Plus Alpha,1989,bestbest,2,8 way,none,6,HORIZONTAL,SunA,No,No,Yes
arcade,Pnickies,1994,bigrun,2,analog,none,3,HORIZONTAL,Jaleco,No,No,Yes
arcade,Pochi & Nyaa,2003,blkpnthr,2,8 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Pocket Gal Deluxe,1992,bladestl,2,8 way,none,3,VERTICAL,Konami,No,No,Yes
arcade,Pocket Racer,1996,blandia,1,8 way,pedal / paddle,3,HORIZONTAL,Allumer,No,No,Yes
arcade,Point Blank,1994,blastoff,2,8 way,lightgun,3,VERTICAL,Namco,No,No,Yes
arcade,Point Blank 2,1999,blasted,2,8 way,lightgun,1,HORIZONTAL,Bally Midway,No,No,Yes
arcade,Pole Position,1982,blasto,1,4 way,pedal / dial,1,HORIZONTAL,Gremlin,No,No,Yes
arcade,Pole Position 2,1983,blazeon,1,8 way,pedal / dial,2,HORIZONTAL,A.I / Atlus license,No,Yes,Maybe
arcade,Pollux,1991,blazer,2,8 way,none,3,VERTICAL,Namco,No,No,Yes
arcade,Pong,1972,blazlaz,2,8 way,paddle,3,HORIZONTAL,Hudson Soft,No,No,Yes
arcade,Ponpoko,1982,blzntrnd,2,8 way,none,4,HORIZONTAL,Human Amusement,No,No,Yes
arcade,Pooyan,1982,block,2,4 way,none,1,VERTICAL,Capcom,Yes,Yes,Maybe
arcade,Pop 'n Bounce,1997,blmbycar,2,8 way,dial,2,HORIZONTAL,ABM & Gecas,No,No,Yes
arcade,Pop Flamer,1982,bloodwar,2,8 way,none,4,HORIZONTAL,Kaneko,No,No,Yes
arcade,Pop'n Pop,1997,bldyroar,4,8 way,dial,3,HORIZONTAL,Eighting / Raizing,No,No,Yes
arcade,Popeye,1982,bldyror2,2,8 way,none,4,HORIZONTAL,Eighting / Raizing,Yes,Yes,Maybe
arcade,Port Man,1982,bloxeed,2,8 way,none,3,HORIZONTAL,SEGA,No,No,Yes
arcade,Pound for Pound,1990,bluehawk,2,8 way,trackball,2,VERTICAL,Dooyong,No,Yes,Maybe
arcade,Power Drift,1988,blueprnt,1,8 way,pedal / paddle,1,VERTICAL,Zilec Electronics / Bally Midway,Yes,Yes,Maybe
arcade,Power Instinct,1993,bodyslam,2,8 way,none,3,HORIZONTAL,SEGA,No,No,Yes
arcade,Power Instinct 2,1994,bogeyman,2,8 way,none,2,HORIZONTAL,Technos Japan,No,No,Yes
arcade,Power Spikes,1991,bombkick,2,8 way,none,3,HORIZONTAL,Yun Sung,No,No,Yes
arcade,Power Spikes 2,1994,bombrman,2,4 way,none,2,HORIZONTAL,Irem / licensed from Hudson Soft,No,No,Yes
arcade,Prehistoric Isle 2,1999,bjtwin,2,8 way,none,2,VERTICAL,NMK / NMK Co. Ltd,Yes,Yes,Maybe
arcade,Prehistoric Isle in 1930,1989,boomrang,2,8 way,none,2,VERTICAL,Data East,No,No,Yes
arcade,Pretty Soldier Sailor Moon,1995,bootcamp,2,trackball,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Primal Rage,1994,bdrdown,2,8 way,none,6,HORIZONTAL,G.Rev,Yes,Yes,Maybe
arcade,Princess Clara Daisakusen,1996,borntofi,4,lightgun,none,2,HORIZONTAL,International Games,No,No,Yes
arcade,"Pro Sports: Bowling, Tennis, & Golf",1983,bottom9,2,8 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Progear,2001,boxingb,2,buttons only,none,3,HORIZONTAL,Cinematronics,Yes,Yes,Maybe
arcade,Prop Cycle,1996,boxyboy,1,8 way,stick,3,HORIZONTAL,Namco,No,No,Yes
arcade,Psychic 5,1987,brain,2,8 way,none,2,HORIZONTAL,Coreland / SEGA,No,Yes,Maybe
arcade,Psycho Soldier,1987,breakers,2,8 way,none,4,HORIZONTAL NEOGEO,Visco / SNK,Yes,Yes,Maybe
arcade,Psycho-Nics Oscar,1987,breakout,2,analog,none,1,VERTICAL,Atari,No,No,Yes
arcade,Psyvariar: Medium Unit:,2000,breywood,4,8 way,none,2,HORIZONTAL,Data East,No,No,Yes
arcade,Psyvariar: Revision:,2000,brix,4,4 way,none,1,VERTICAL,Cinematronics / Advanced Microcomputer Systems,No,No,Yes
arcade,PuLiRuLa,1991,brutforc,2,8 way,none,2,HORIZONTAL,Leland Corporation,No,No,Yes
arcade,Puchi Carat,1997,bubsymphe,4,8 way,dial,4,HORIZONTAL,Taito,No,No,Yes
arcade,Pulstar,1995,buccanrs,2,8 way,none,2,HORIZONTAL,Duintronic,Yes,Yes,Maybe
arcade,Punch-Out!!,1984,bullet,1,twin stick,none,0,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,"Punisher, The",1993,bullfgt,2,8 way,none,2,HORIZONTAL,Coreland / SEGA,Yes,Yes,Maybe
arcade,Punk Shot,1990,burningf,4,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Pururun,1995,burnforc,2,8 way,none,3,HORIZONTAL,Namco,No,No,Yes
arcade,Puyo Puyo,1992,brival,2,8 way,none,6,HORIZONTAL,SEGA,No,No,Yes
arcade,Puyo Puyo 2,1994,bbros,2,4 way,none,2,HORIZONTAL,Mitchell / Capcom,No,No,Yes
arcade,Puzz Loop,1998,butasan,2,8 way,dial,2,HORIZONTAL,NMK / Jaleco license,No,No,Yes
arcade,Puzzle Bobble,1994,cachat,4,8 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Puzzle Bobble,1994,cameltry,2,analog,none,1,HORIZONTAL,Taito,No,No,Yes
arcade,Puzzle Bobble 2,1995,canyon,4,buttons only,dial,2,HORIZONTAL,Atari,No,No,Yes
arcade,Puzzle Bobble 2,1999,cbasebal,2,8 way,none,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Puzzle Bobble 3,1996,capbowl,4,buttons only,dial,2,VERTICAL,Incredible Technologies / Capcom,No,No,Yes
arcade,Puzzle Bobble 4,1997,ctomaday,4,8 way,dial,4,HORIZONTAL NEOGEO,Visco,Yes,Yes,Maybe
arcade,Puzzle De Bowling,1999,centipdd,2,8 way,none,1,VERTICAL,hack / Two-Bit Score,No,No,Yes
arcade,Puzzle De Pon!,1995,chaknpop,2,8 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Puzzle De Pon! R!,1997,chameleo,2,4 way,none,1,HORIZONTAL,Jaleco,No,No,Yes
arcade,Puzzled,1990,champbas,2,8 way,none,3,HORIZONTAL,Alpha Denshi Co. / SEGA,No,No,Yes
arcade,Puzzli,1995,champwr,2,8 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Puzzli 2,1999,chanbara,4,twin stick,none,0,VERTICAL,Data East,No,No,Yes
arcade,Q*bert,1982,cairblad,2,8 way,none,3,VERTICAL,Sammy,Yes,Yes,Maybe
arcade,Q*bert's Qubes,1983,charlien,1,8 way,none,3,HORIZONTAL,Mitchell / Mitchell Corporation,No,No,Yes
arcade,QB-3,1982,cbombers,1,analog,none,5,HORIZONTAL,Taito,No,No,Yes
arcade,Qix,1981,cshift,2,buttons only,none,2,HORIZONTAL,Bally/Sente,No,No,Yes
arcade,Quantum,1982,chinagat,1,8 way,trackball,3,HORIZONTAL,Technos Japan / Taito,No,No,Yes
arcade,Quartet 2,1986,chinhero,2,4 way,none,4,VERTICAL,Taiyo System,Yes,Yes,Maybe
arcade,R-Shark,1995,berabohm,2,8 way,none,6,HORIZONTAL,Namco,No,No,Yes
arcade,R-Type,1987,chukatai,2,8 way,none,2,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,R-Type 2,1989,citybomb,2,8 way,none,3,VERTICAL,Konami,Yes,Yes,Maybe
arcade,R-Type Leo,1992,clshroad,2,8 way,none,2,HORIZONTAL,Woodplace Inc.,Yes,Yes,Maybe
arcade,Rabbit,1997,cloak,2,twin stick,none,1,HORIZONTAL,Atari,No,No,Yes
arcade,Rabbit Punch,1987,cltchitr,2,8 way,none,3,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,Race Drivin',1990,columns,1,8 way,pedal / stick / paddle,1,HORIZONTAL,SEGA,No,No,Yes
