System,Description,Year,ROM Name,Players,ctrlType,Other Input,Buttons,Vertical,Manufacturers,Player Legends 2,Retro Arcade 2 Elites,Other CoinOps
arcade,720 Degrees,1988,720,4,analog,only_buttons,2,HORIZONTAL,Atari Games,No,No,Yes
arcade,1941: Counter Attack,1983,1941,2,8 way,none,2,VERTICAL,Capcom,No,Yes,Maybe
arcade,1942,1990,1942,2,8 way,none,2,VERTICAL,Capcom,Yes,Yes,Maybe
arcade,1943 1: The Battle of Midway,1984,1943,2,8 way,none,2,VERTICAL,Capcom,Yes,Yes,Maybe
arcade,1944: The Loop Master,1987,1944,2,8 way,none,2,HORIZONTAL,Eighting / Raizing,No,No,Yes
arcade,1943 Kai: Midway Kaisen,1987,1943kai,2,8 way,none,2,VERTICAL,Capcom,Yes,Yes,Maybe
arcade,19XX: The War Against Destiny,2000,19xx,2,8 way,none,2,VERTICAL,Capcom,Yes,Yes,Maybe
arcade,2020 Super Baseball,2000,2020bb,2,8 way,none,4,HORIZONTAL NEOGEO,SNK / Pallas,No,No,Yes
arcade,003 Wonders,1996,3wonders,2,8 way,none,3,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,After Burner 2,1995,aburner2,4,analog,none,2,HORIZONTAL,SEGA,No,Yes,Maybe
arcade,Act-Fancer Cybernetick Hyper Weapon,1991,actfancr,2,8 way,none,2,HORIZONTAL,Data East,No,Yes,Maybe
arcade,Aero Fighters 1,1993,aerofgt,2,8 way,none,2,VERTICAL,Video System Co. / Video System,No,No,Yes
arcade,Air Assault,1996,airass,4,8 way,none,3,VERTICAL,Irem,No,No,Yes
arcade,Airwolf,1991,airwolf,2,8 way,none,2,HORIZONTAL,Kyugo,No,No,Yes
arcade,Ajax,1986,ajax,1,8 way,stick / dial,3,VERTICAL,Konami,No,Yes,Maybe
arcade,Akai Katana,1983,akatana,1,8 way,none,3,HORIZONTAL,Cave / Rising Star Games,No,No,Yes
arcade,Aliens,1990,aliens,1,8 way,pedal / paddle,2,HORIZONTAL,Konami,No,No,Yes
arcade,Alien Syndrome,1987,aliensyn,1,8 way,pedal / dial,3,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,Alpha Mission 2,1985,alpham2,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Alpine Ski,1988,alpine,4,4 way,pedal / positional / stick / trackball,1,VERTICAL,Taito / Pacific Kougyou,No,No,Yes
arcade,Altered Beast (set 8),1994,altbeast,2,8 way,pedal / paddle,3,HORIZONTAL,SEGA,No,No,Yes
arcade,Amidar,1991,amidar,2,4 way,none,1,VERTICAL,Konami,No,No,Yes
arcade,Aggressors of Dark Kombat,1984,aodk,2,8 way,none,4,HORIZONTAL NEOGEO,ADK / SNK,No,No,Yes
arcade,Art of Fighting 1,1989,aof,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,Yes,Yes,Maybe
arcade,Art of Fighting 2,1986,aof2,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Art of Fighting 3: The Path of the Warrior,1981,aof3,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,APB: All Points Bulletin,1992,apb,2,analog,none,2,VERTICAL,Atari Games / Atari,No,No,Yes
arcade,Arch Rivals,1994,archrivl,2,analog,none,2,HORIZONTAL,Bally Midway,No,Yes,Maybe
arcade,Arkanoid 1,1995,arkanoid,2,analog,none,1,VERTICAL,Taito,No,Yes,Maybe
arcade,Arkanoid 2: Revenge of DOH,1996,arknoid2,4,analog,none,1,VERTICAL,Taito,No,No,Yes
arcade,Armored Warriors,1987,armwar,1,8 way,stick,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Assault,1987,assault,1,twin stick,stick,1,VERTICAL,Namco,Yes,Yes,Maybe
arcade,Asteroids 2 Deluxe,2006,astdelux,unknown,buttons only,unknown,5,HORIZONTAL,Atari / Dave Shepperd,No,Yes,Maybe
arcade,Asterix,2001,asterix,2,8 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Asteroids 1,1994,asteroid,2,buttons only,none,5,HORIZONTAL,Atari,No,Yes,Maybe
arcade,"Alien Storm (World, 2 Players)",1993,astorm,2,8 way,none,3,HORIZONTAL,SEGA,No,No,Yes
arcade,"Astyanax, The",1996,astyanax,2,8 way,none,3,HORIZONTAL,Jaleco,No,No,Yes
arcade,Asura Blade: Sword of Dynasty,1990,asurabld,2,8 way,none,3,HORIZONTAL,Fuuki,No,No,Yes
arcade,Asura Buster: Eternal Warriors,1990,asurabus,2,8 way,none,3,HORIZONTAL,Fuuki,No,No,Yes
arcade,Tetris,1996,atetris,2,4 way,none,1,HORIZONTAL,Atari Games / bootleg,No,No,Yes
arcade,Athena,1992,athena,2,8 way,stick,2,HORIZONTAL,SNK,No,No,Yes
arcade,Avengers,1987,avengers,2,8 way,none,2,VERTICAL,Capcom,No,No,Yes
arcade,Alien vs. Predator,1987,avsp,2,8 way,none,3,HORIZONTAL,Capcom,No,Yes,Maybe
arcade,Bad Dudes vs. Dragonninja,2010,baddudes,2,8 way,unknown,2,HORIZONTAL,Data East,Yes,Yes,Maybe
arcade,Bagman,1986,bagman,2,4 way,none,1,VERTICAL,Valadon Automation,No,No,Yes
arcade,Bakutotsu Kijuutei,1994,bakutotu,2,8 way,none,3,HORIZONTAL,Namco,No,No,Yes
arcade,Bank Panic,1990,bankp,2,4 way,none,3,HORIZONTAL,Sanritsu / SEGA,Yes,Yes,Maybe
arcade,Baraduke,1987,baraduke,2,8 way,none,1,HORIZONTAL,Namco,Yes,Yes,Maybe
arcade,Battle Circuit,1994,batcir,3,8 way,none,2,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Armed Police Batrider (Europe),1993,batrider,2,8 way,stick,3,VERTICAL,Raizing / Eighting,No,No,Yes
arcade,Batsugun: Special Version,1990,batsugunsp,2,8 way,none,3,VERTICAL,Toaplan,Yes,Yes,Maybe
arcade,Battle Rangers,1994,battlera,2,8 way,none,3,HORIZONTAL,Data East,No,No,Yes
arcade,"Bay Route (set 3, World)",1991,bayroute,2,8 way,none,3,HORIZONTAL,Sunsoft / SEGA,No,Yes,Maybe
arcade,Battle Bakraid: Unlimited Version (USA),1982,bbakraid,2,8 way,none,3,VERTICAL,Eighting,Yes,Yes,Maybe
arcade,Bomber Man World,1988,bbmanw,2,4 way,none,2,HORIZONTAL,Irem / Hudson,Yes,Yes,Maybe
arcade,Battle Chopper,1976,bchopper,2,8 way,none,4,HORIZONTAL,Irem,No,No,Yes
arcade,Berzerk,1983,berzerk,2,8 way,none,1,HORIZONTAL,"Stern Electronics / Stern Electronics, Inc.",No,No,Yes
arcade,Battle Garegga (Europe),1989,bgaregga,2,8 way,trackball,3,VERTICAL,Raizing / Eighting,No,No,Yes
arcade,Bionic Commando,1982,bionicc,2,8 way,none,2,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Bio-ship Paladin,1992,bioship,2,8 way,none,2,HORIZONTAL,UPL / American Sammy license,No,No,Yes
arcade,Blue's Journey,1988,bjourney,2,8 way,none,4,HORIZONTAL NEOGEO,Alpha Denshi Co. / ADK,No,No,Yes
arcade,Blazing Star,1982,blazstar,1,8 way,none,4,HORIZONTAL NEOGEO,Yumekobo / SNK,No,No,Yes
arcade,NFL Blitz 1997,1988,blitz,1,8 way,stick,3,HORIZONTAL,Midway Games,No,No,Yes
arcade,NFL Blitz 2000 Gold Edition,1990,blitz2k,1,8 way,dial,3,HORIZONTAL,Midway Games,No,No,Yes
arcade,NFL Blitz 1999,1983,blitz99,2,8 way,none,3,HORIZONTAL,Midway Games,No,No,Yes
arcade,Black Tiger,1991,blktiger,4,8 way,none,2,HORIZONTAL,Capcom,No,No,Yes
arcade,Block Hole,1992,blockhl,4,4 way,dial,3,HORIZONTAL,Konami,No,No,Yes
arcade,Block Out,1989,blockout,2,8 way,none,4,HORIZONTAL,Technos Japan / California Dreams,No,No,Yes
arcade,Blood Bros.,1992,bloodbro,2,8 way,trackball,3,HORIZONTAL,TAD Corporation / Tad Corporation,No,No,Yes
arcade,Blade Master,1989,bmaster,2,8 way,stick,2,HORIZONTAL,Irem,No,No,Yes
arcade,Bump 'n' Jump,1996,bnj,2,8 way,lightgun,1,VERTICAL,Data East,No,No,Yes
arcade,Bonanza Bros,1995,bnzabros,2,8 way,lightgun,3,HORIZONTAL,SEGA,No,No,Yes
arcade,Bomb Jack,1986,bombjack,2,8 way,none,1,VERTICAL,Tehkan / Tehkan Ltd.,No,No,Yes
arcade,Bonze Adventure,1986,bonzeadv,2,8 way,dial,2,HORIZONTAL,Taito,No,No,Yes
arcade,Boogie Wings,1997,boogwing,4,8 way,dial,3,HORIZONTAL,Data East,No,No,Yes
arcade,Bosconian: Star Destroyer,1987,bosco,2,8 way,dial,1,HORIZONTAL,Namco,Yes,Yes,Maybe
arcade,B.Rap Boys,1985,brapboys,1,8 way,none,2,HORIZONTAL,Kaneko,No,No,Yes
arcade,Breakers Revenge,1988,breakrev,2,8 way,none,4,HORIZONTAL NEOGEO,Visco / SNK,No,No,Yes
arcade,Break Thru,1998,brkthru,2,8 way,none,2,HORIZONTAL,Data East,Yes,Yes,Maybe
arcade,Baseball Stars 2,1980,bstars2,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Burger Time,1981,btime,2,4 way,none,1,VERTICAL,Data East,No,No,Yes
arcade,Battletoads,1994,btoads,3,8 way,none,2,HORIZONTAL,Rare / Electronic Arts,Yes,Yes,Maybe
arcade,Bubble Bobble 3 : Bubble Memories,1992,bubblem,2,8 way,none,4,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Bubbles,1994,bubbles,2,8 way,none,0,HORIZONTAL,Williams,No,No,Yes
arcade,Bubble Bobble 2,1996,bublbob2,2,8 way,none,4,HORIZONTAL,Taito,No,No,Yes
arcade,Bubble Bobble 1,1990,bublboblr,2,4 way,none,2,HORIZONTAL,Taito / Romstar license,No,No,Yes
arcade,Bubble Bobble 1 Lost Cave,1988,bublcave,2,4 way,none,2,HORIZONTAL,hack / Bisboch and Aladar,No,Yes,Maybe
arcade,Buck Rogers: Planet of Zoom,1988,buckrog,2,8 way,none,3,HORIZONTAL,SEGA,No,No,Yes
arcade,Bucky O'Hare,1992,bucky,2,8 way,none,3,HORIZONTAL,Konami / Tatsumi,Yes,Yes,Maybe
arcade,Buggy Boy Junior/Speed Buggy,1979,buggyboyjr,1,analog,only_buttons,1,HORIZONTAL,Tatsumi,Yes,Yes,Maybe
arcade,Black Widow,1980,bwidow,1,twin stick,only_buttons,0,HORIZONTAL,Atari,Yes,Yes,Maybe
arcade,Battle Zone,1981,bzone,2,twin stick,none,1,HORIZONTAL,Atari,No,No,Yes
arcade,Cabal,1979,cabal,2,8 way,none,3,HORIZONTAL,TAD Corporation / Tad Corporation,No,No,Yes
arcade,Cadash,1980,cadash,2,8 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Caliber 50,1980,calibr50,2,8 way,none,2,VERTICAL,Athena / Seta,No,No,Yes
arcade,Captain America & The Avengers,1983,captaven,1,8 way,none,2,HORIZONTAL,Data East,No,No,Yes
arcade,Captain Commando,1989,captcomm,2,8 way,none,2,HORIZONTAL,Capcom,No,Yes,Maybe
arcade,Carrier Air Wing,1988,cawing,2,8 way,none,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Crystal Castles,1998,ccastles,2,trackball,none,3,HORIZONTAL,Atari,No,Yes,Maybe
arcade,Crazy Climber,2001,cclimber,2,twin stick,none,0,HORIZONTAL,Nichibutsu,No,Yes,Maybe
arcade,Centipede,1991,centiped,3,trackball,none,1,VERTICAL,Atari,No,No,Yes
arcade,Chase H.Q.,1990,chasehq,2,analog,trackball,4,HORIZONTAL,Taito,No,No,Yes
arcade,Chelnov: Atomic Runner,1986,chelnov,2,8 way,none,3,HORIZONTAL,Data East,Yes,Yes,Maybe
arcade,Choplifter,1988,chopliftbl,2,8 way,none,2,HORIZONTAL,bootleg,No,No,Yes
arcade,Chequered Flag,1990,chqflag,2,analog,none,2,VERTICAL,Konami,No,No,Yes
arcade,Circus Charlie,1987,circusc,2,4 way,none,1,VERTICAL,Konami,Yes,Yes,Maybe
arcade,City Connection,1995,citycon,4,8 way,none,2,HORIZONTAL,Jaleco,No,No,Yes
arcade,Caveman Ninja,1991,cninja,2,8 way,none,2,HORIZONTAL,Data East,No,No,Yes
arcade,Cobra-Command,1983,cobracom,1,8 way,stick / dial,2,HORIZONTAL,Data East / SEGA,No,No,Yes
arcade,Combat School,1984,combatsc,2,8 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Commando,1994,commandou,2,8 way,none,2,VERTICAL,Capcom / Data East,No,Yes,Maybe
arcade,Congo Bongo,1997,congo,2,8 way,none,1,VERTICAL,SEGA,No,No,Yes
arcade,Contra,1992,contra,3,8 way,none,2,VERTICAL,Konami,Yes,Yes,Maybe
arcade,Cop 01,1988,cop01,2,8 way,none,2,HORIZONTAL,Nichibutsu,No,No,Yes
arcade,Cosmic Cop,1996,cosmccop,4,8 way,none,4,HORIZONTAL,Irem,No,No,Yes
arcade,Cosmic Alien,1988,cosmica,2,4 way,none,1,VERTICAL,Universal,Yes,Yes,Maybe
arcade,"Cotton (set 4, World)",1989,cotton,2,8 way,dial,3,HORIZONTAL,Success / SEGA,No,No,Yes
arcade,Cotton 2,1982,cotton2,2,8 way,none,4,HORIZONTAL,Success,No,Yes,Maybe
arcade,Crack Down,1995,crkdown,4,8 way,none,3,HORIZONTAL,SEGA,No,No,Yes
arcade,Crossed Swords,1988,crsword,2,8 way,none,4,HORIZONTAL NEOGEO,Alpha Denshi Co.,No,No,Yes
arcade,Cruis'n USA,1986,crusnusa,2,analog,none,8,HORIZONTAL,Midway,No,No,Yes
arcade,Capcom Sports Club,2000,csclub,2,8 way,none,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Captain Silver,2000,csilver,2,8 way,none,2,HORIZONTAL,Data East,No,No,Yes
arcade,Championship Sprint,1984,csprint,2,analog,none,0,HORIZONTAL,Atari Games,Yes,Yes,Maybe
arcade,"Combatribes, The",1985,ctribe,2,8 way,none,3,HORIZONTAL,Technos Japan / Technos Japan Corp.,No,No,Yes
arcade,Cyberball 2072,1997,cyberbal2p,2,8 way,none,1,HORIZONTAL,Atari Games,No,No,Yes
arcade,Cyber-Lip,1992,cyberlip,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,Yes,Maybe
arcade,Cyberbots: Fullmetal Madness,1990,cybots,2,8 way,none,4,HORIZONTAL,Capcom,No,No,Yes
arcade,Cyvern: The Dragon Weapons,1991,cyvern,1,8 way,none,2,VERTICAL,Kaneko,No,No,Yes
arcade,Daioh,1996,daioh,2,8 way,none,6,VERTICAL,Athena,No,No,Yes
arcade,"Lost Castle In Darkmist, The",1993,darkmist,2,8 way,none,2,VERTICAL,Seibu Kaihatsu / Taito,Yes,Yes,Maybe
arcade,Dark Seal,1987,darkseal,2,8 way,none,2,HORIZONTAL,Data East,No,No,Yes
arcade,Desert Assault,1999,dassault,2,8 way,none,2,HORIZONTAL,Data East,Yes,Yes,Maybe
arcade,Dragon Breed,1987,dbreed,2,8 way,none,4,HORIZONTAL,Irem,Yes,Yes,Maybe
arcade,DoDonPachi 1,1997,ddonpach,4,8 way,none,3,VERTICAL,Cave / Atlus license,Yes,Yes,Maybe
arcade,DoDonPachi 2: Bee Storm,1983,ddp2,2,8 way,none,4,VERTICAL,IGS,No,No,Yes
arcade,DoDonPachi 4 Dai-Fukkatsu Ver 1.5,1998,ddpdfk,2,8 way,none,4,VERTICAL,Cave / AMI license,No,No,Yes
arcade,DoDonPachi 3 Dai-Ou-Jou,1996,ddpdoj,2,8 way,none,3,VERTICAL,Cave / AMI license,Yes,Yes,Maybe
arcade,Double Dragon 1,1994,ddragon,2,8 way,none,3,HORIZONTAL,Technos Japan / Technos Japan Corp.,No,No,Yes
arcade,Double Dragon 2: The Revenge,1986,ddragon2,2,8 way,none,3,HORIZONTAL,Technos Japan / Technos Japan Corp.,No,No,Yes
arcade,Double Dribble,1988,ddribble,2,8 way,none,3,HORIZONTAL,Konami,No,Yes,Maybe
arcade,Dungeons & Dragons 2 : Shadow over Mystara,1989,ddsom,1,8 way,none,4,HORIZONTAL,Capcom,No,No,Yes
arcade,Dungeons & Dragons 1 : Tower of Doom,1980,ddtod,1,8 way,none,4,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,"Dynamite Dux (set 3, World)",1981,ddux,2,8 way,none,3,HORIZONTAL,SEGA,No,No,Yes
arcade,Dead Angle,1994,deadang,3,8 way,none,2,HORIZONTAL,Seibu Kaihatsu,No,Yes,Maybe
arcade,Dead Connection,1989,deadconx,2,8 way,none,2,HORIZONTAL,Taito,No,Yes,Maybe
arcade,Defender,1989,defender,3,4 way,lightgun,5,HORIZONTAL,Williams,No,No,Yes
arcade,Desert Breaker (World),1991,desertbr,2,8 way,none,3,VERTICAL,SEGA,No,No,Yes
arcade,Devil World,1991,devilw,2,8 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,Devastators,1987,devstors,2,8 way,positional,2,VERTICAL,Konami,No,No,Yes
arcade,DoDonPachi 5 SaiDaiOuJou,1980,dfkbl,2,8 way,none,3,VERTICAL,Toaplan,Yes,Yes,Maybe
arcade,Die Hard Arcade,1994,diehard,2,8 way,none,4,HORIZONTAL,SEGA,No,No,Yes
arcade,Dig Dug,1994,digdug,2,4 way,none,1,VERTICAL,Namco,No,No,Yes
arcade,Dimahoo,1991,dimahoo,2,8 way,none,3,VERTICAL,Eighting / Raizing,No,No,Yes
arcade,Cadillacs & Dinosaurs,1989,dino,1,8 way,pedal / paddle,2,HORIZONTAL,Capcom,No,No,Yes
arcade,DJ Boy,1983,djboy,2,8 way,none,3,HORIZONTAL,Kaneko,No,Yes,Maybe
arcade,Donkey Kong 1,1990,dkong,2,4 way,none,1,VERTICAL,Nintendo,No,No,Yes
arcade,Donkey Kong 3,1995,dkong3,2,4 way,none,1,VERTICAL,Nintendo,No,No,Yes
arcade,Donkey Kong 2 Junior,1987,dkongjr,2,4 way,none,1,VERTICAL,Nintendo,Yes,Yes,Maybe
arcade,Donkey Kong 2 : Jumpman Returns,1991,dkongx,2,4 way,none,1,VERTICAL,hack / Braze Technologies,No,No,Yes
arcade,Donkey Kong 2 : Spooky Mix,1987,dkongx11,2,4 way,none,1,VERTICAL,hack / Braze Technologies,No,No,Yes
arcade,Demon Front,1987,dmnfrnt,2,8 way,none,4,HORIZONTAL,IGS,Yes,Yes,Maybe
arcade,Mr. Do's Castle,1982,docastle,1,4 way,none,2,VERTICAL,Universal,Yes,Yes,Maybe
arcade,Dogyuun,1991,dogyuun,2,8 way,none,3,VERTICAL,Toaplan,No,Yes,Maybe
arcade,DonPachi,1987,donpachi,2,8 way,none,3,VERTICAL,Cave / Atlus license,No,No,Yes
arcade,Discs of Tron,1992,dotron,2,8 way,none,4,HORIZONTAL,Bally Midway,No,No,Yes
arcade,Mr. Do's Wild Ride,1989,dowild,2,4 way,none,2,HORIZONTAL,Universal,No,No,Yes
arcade,Dragon Blaze,1988,dragnblz,2,8 way,none,3,VERTICAL,Psikyo,No,No,Yes
arcade,Dragon Buster,1987,drgnbstr,2,4 way,dial,2,HORIZONTAL,Namco,No,No,Yes
arcade,Dragon Saber 2,1978,dsaber,2,8 way,none,3,VERTICAL,Namco,No,No,Yes
arcade,Deathsmiles MegaBlack Label,1992,dsmbl,2,8 way,none,4,HORIZONTAL,Cave / AMI license,No,No,Yes
arcade,Dragon Saber 1,1987,dspirit,2,8 way,none,3,VERTICAL,Namco,No,No,Yes
arcade,Darkstalkers: The Night Warriors,1989,dstlk,1,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Dyna Gear,1998,dynagear,2,8 way,none,3,HORIZONTAL,Sammy,Yes,Yes,Maybe
arcade,Dynamite Duke,1994,dynduke,4,8 way,none,3,HORIZONTAL,Seibu Kaihatsu,No,No,Yes
arcade,Dynasty Wars,1991,dynwar,2,8 way,none,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Eco Fighters,1989,ecofghtr,2,8 way,none,3,HORIZONTAL,Capcom,No,No,Yes
arcade,"Cliffhanger, The: Edward Randy",1989,edrandy,2,8 way,none,2,HORIZONTAL,Data East,No,No,Yes
arcade,Elevator Action 1,1994,elevator,2,8 way,stick / dial,2,HORIZONTAL,Taito,No,No,Yes
arcade,Elevator Action 2 Returns,1990,elvactr,2,8 way,none,4,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Empire City: 1931,1994,empcity,2,8 way,none,2,HORIZONTAL,Seibu Kaihatsu,No,No,Yes
arcade,Enduro Racer,1994,enduror,2,analog,none,0,HORIZONTAL,SEGA,No,No,Yes
arcade,Escape from the Planet of the Robot Monsters,1997,eprom,4,analog,none,3,HORIZONTAL,Atari Games / Atari,No,No,Yes
arcade,"Star Wars 2 : Empire Strikes Back, The",1998,esb,2,analog,none,4,HORIZONTAL,Atari Games,No,No,Yes
arcade,Espgaluda 1,1989,espgal,2,8 way,none,4,VERTICAL,Cave / AMI license,No,No,Yes
arcade,Espgaluda 2,1993,espgal2,2,8 way,none,4,VERTICAL,Cave / AMI license,No,No,Yes
arcade,ESP Ra.De.,1982,esprade,2,8 way,none,3,VERTICAL,Cave / Atlus license,No,No,Yes
arcade,"E-Swat: Cyber Police (set 4, World)",1990,eswat,2,8 way,none,3,HORIZONTAL,SEGA,No,Yes,Maybe
arcade,Exciting Hour,1986,excthour,2,8 way,none,2,VERTICAL,Technos Japan / Taito,No,No,Yes
arcade,Exed Exes,1985,exedexes,2,8 way,none,2,VERTICAL,Capcom,No,No,Yes
arcade,Exerion,1984,exerion,2,8 way,none,2,VERTICAL,Jaleco,Yes,Yes,Maybe
arcade,Express Raider,1998,exprraid,2,8 way,none,2,HORIZONTAL,Data East,No,No,Yes
arcade,Fantasy Zone,1991,fantzone,2,8 way,none,3,HORIZONTAL,SEGA,No,No,Yes
arcade,Fatal Fury Special,1992,fatfursp,4,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Football Frenzy,1993,fbfrenzy,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Final Fight,1990,ffight,2,8 way,none,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Final Blow,1988,finalb,2,8 way,none,5,HORIZONTAL,Taito,No,Yes,Maybe
arcade,FixEight,1992,fixeight,2,8 way,none,2,VERTICAL,Toaplan,Yes,Yes,Maybe
arcade,Flicky,1983,flicky,2,4 way,none,1,HORIZONTAL,SEGA,No,No,Yes
arcade,Food Fight,1987,foodf2,2,analog,trackball,1,HORIZONTAL,General Computer Corporation / Atari license,No,No,Yes
arcade,Football Champ,2003,footchmp,2,8 way,none,2,HORIZONTAL,Taito,No,Yes,Maybe
arcade,Forgotten Worlds,null,forgottn,2,twin stick,lightgun / trackball,1,HORIZONTAL,Capcom,No,No,Yes
arcade,Frogger,1981,frogger,2,4 way,none,0,VERTICAL,Konami,Yes,Yes,Maybe
arcade,Front Line,1989,frontlin,2,twin stick,none,2,VERTICAL,Taito,No,No,Yes
arcade,"Final Round, The",1990,fround,2,8 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,Flying Shark,1981,fshark,2,8 way,only_buttons / dial,2,VERTICAL,Toaplan / Taito,No,No,Yes
arcade,Mushihime 2 -Sama Futari Ver 1.0,1990,futari10,2,8 way,none,4,VERTICAL,Cave / AMI license,No,No,Yes
arcade,Golden Axe 2 : The Revenge of Death Adder,1986,ga2,2,8 way,none,3,HORIZONTAL,SEGA,No,No,Yes
arcade,Ninja Gaiden,2000,gaiden,4,8 way,none,3,HORIZONTAL,Tecmo,No,No,Yes
arcade,Galaga 1,1986,galaga,2,4 way,none,1,VERTICAL,Namco / Midway,Yes,Yes,Maybe
arcade,Galaga 2 '88,1996,galaga88,2,8 way,none,3,VERTICAL,Namco,No,No,Yes
arcade,Galaga 0 Galaxian,1998,galaxian,2,4 way,none,1,VERTICAL,Namco,No,Yes,Maybe
arcade,Cosmo Police Galivan,1976,galivan,2,8 way,paddle,3,VERTICAL,Nichibutsu,No,No,Yes
arcade,Gang Wars,1986,gangwars,2,8 way,none,3,HORIZONTAL,Alpha Denshi Co.,No,No,Yes
arcade,Ganryu,1982,ganryu,2,8 way,none,4,HORIZONTAL NEOGEO,Visco,No,No,Yes
arcade,Galaga 3 Gaplus,1991,gaplus,3,8 way,none,1,VERTICAL,Namco,No,No,Yes
arcade,Garou: Mark of the Wolves,1986,garou,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,Yes,Yes,Maybe
arcade,Gauntlet 2,1994,gaunt22p,4,8 way,dial,2,HORIZONTAL,Atari Games,Yes,Yes,Maybe
arcade,Gauntlet Legends,2013,gauntleg,2,8 way,none,3,HORIZONTAL,Atari Games,No,Yes,Maybe
arcade,Gauntlet 1,1995,gauntlet2p,4,8 way,dial,2,HORIZONTAL,Atari Games,Yes,Yes,Maybe
arcade,Green Beret,1994,gberet,4,8 way,dial,2,HORIZONTAL,Konami,No,No,Yes
arcade,Gang Busters,1982,gbusters,1,8 way,none,2,VERTICAL,Konami,Yes,Yes,Maybe
arcade,Galaxy Force 2,1989,gforce2,2,analog,none,2,HORIZONTAL,SEGA,No,No,Yes
arcade,Gain Ground,1982,gground,1,8 way,none,3,VERTICAL,SEGA,Yes,Yes,Maybe
arcade,"Real Ghostbusters, The",1992,ghostb,4,8 way,none,2,HORIZONTAL,Data East,No,Yes,Maybe
arcade,Ghouls'n Ghosts,1986,ghoulsu,1,4 way,pedal / dial,2,HORIZONTAL,Capcom,No,No,Yes
arcade,Ghox,1987,ghoxj,3,8 way,none,2,VERTICAL,Toaplan,No,No,Yes
arcade,Giga Wing,1984,gigawing,2,8 way,none,2,HORIZONTAL,Takumi / Capcom,No,No,Yes
arcade,G.I. Joe,1982,gijoe,2,8 way,none,3,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,Gladiator,1982,gladiatr,2,8 way,none,3,HORIZONTAL,Allumer / Taito,Yes,Yes,Maybe
arcade,Gunbarich,1991,gnbarich,2,8 way,none,3,VERTICAL,Psikyo,No,No,Yes
arcade,Ghosts'n Goblins,1989,gng,2,8 way,none,2,HORIZONTAL,Capcom,No,No,Yes
arcade,"Golden Axe 1 (set 6, US)",1992,goldnaxe,2,8 way,none,3,HORIZONTAL,SEGA,No,No,Yes
arcade,Gorf,1989,gorf,2,8 way,none,1,VERTICAL,Dave Nutting Associates / Midway,No,No,Yes
arcade,Ghost Pilots,1987,gpilots,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Gradius 1,1988,gradius,2,8 way,none,3,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,Gradius 2: GOFER no Yabou,1993,gradius2,2,8 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,Gradius 3,1989,gradius3,2,8 way,none,3,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,Growl,1993,growl,3,8 way,none,3,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Golden Tee 2K,1989,gt2k,2,trackball,dial,2,HORIZONTAL,Incredible Technologies,Yes,Yes,Maybe
arcade,Golden Tee Fore! 2006 Complete,1989,gtfore06,2,trackball,dial,4,HORIZONTAL,Incredible Technologies,No,No,Yes
arcade,Great 1000 Miles Rally 2 : Mille Miglia 2,1977,gtmr2,2,8 way,only_buttons,8,HORIZONTAL,Kaneko,No,No,Yes
arcade,Great 1000 Miles Rally 1: U.S.A Version!,1989,gtmrusa,2,8 way,none,2,HORIZONTAL,Kaneko,No,No,Yes
