System,Description,Year,ROM Name,Players,ctrlType,Other Input,Buttons,Vertical,Manufacturers,Player Legends 2,Retro Arcade 2 Elites,Other CoinOps
arcade,Rage of the Dragons,1994,rotd,2,8 way,none,4,HORIZONTAL NEOGEO,Evoga / Playmore,No,No,Yes
arcade,Rabbit Punch,1992,rpunch,4,8 way,none,2,HORIZONTAL,V-System Co. / Bally/Midway/Sente license,No,No,Yes
arcade,Radiant Silvergun,1993,rsgun,2,8 way,none,4,HORIZONTAL,Treasure,No,No,Yes
arcade,Rolling Thunder 2,1988,rthun2,2,8 way,none,3,HORIZONTAL,Namco,No,No,Yes
arcade,Rolling Thunder 1,1988,rthunder,4,4 way,dial,2,HORIZONTAL,Namco,No,No,Yes
arcade,R-Type 1,1988,rtype,2,8 way,none,4,HORIZONTAL,Irem,No,No,Yes
arcade,R-Type 2,1989,rtype2,2,8 way,none,4,HORIZONTAL,Irem,Yes,Yes,Maybe
arcade,R-Type 3 Leo,1999,rtypeleo,2,8 way,none,2,HORIZONTAL,Irem,No,No,Yes
arcade,Run & Gun 1,1987,rungun,1,8 way,pedal / paddle,3,HORIZONTAL,Konami,No,No,Yes
arcade,Run & Gun 2,1988,rungun2,2,8 way,none,3,HORIZONTAL,Konami,No,Yes,Maybe
arcade,Rival Schools: United By Fate,1992,rvschool,2,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Rygar,1985,rygar,2,8 way,none,2,HORIZONTAL,Tecmo,No,No,Yes
arcade,Strikers 1945 1,1993,s1945,2,8 way,none,3,VERTICAL,Psikyo,No,No,Yes
arcade,Strikers 1945 2,1984,s1945ii,1,8 way,stick,2,VERTICAL,Psikyo,No,No,Yes
arcade,Strikers 1945 3,1990,s1945iii,2,8 way,none,3,VERTICAL,Psikyo,No,No,Yes
arcade,Strikers 1945 Plus,1986,s1945p,2,8 way,none,4,HORIZONTAL NEOGEO,Psikyo,No,No,Yes
arcade,Pretty Soldier Sailor Moon,1995,sailormn,2,8 way,trackball,3,HORIZONTAL,Gazelle / Banpresto license,No,No,Yes
arcade,Salamander 1,1992,salamand,3,8 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Salamander 2,1985,salmndr2,2,8 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,Samurai Shodown V Special,1984,samsh5sp,2,8 way,none,4,HORIZONTAL NEOGEO,Yuki Enterprise / SNK Playmore,Yes,Yes,Maybe
arcade,Samurai Shodown 1,1987,samsho,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,Yes,Yes,Maybe
arcade,Samurai Shodown 2,1992,samsho2,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Samurai Shodown 3,1982,samsho3,2,8 way,stick,4,HORIZONTAL NEOGEO,SNK,No,Yes,Maybe
arcade,Samurai Shodown 4: Amakusa's Revenge,1990,samsho4,4,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Samurai Shodown 5,1992,samsho5,2,8 way,none,4,HORIZONTAL NEOGEO,Yuki Enterprise / SNK Playmore,No,No,Yes
arcade,Savage Reign,1988,savagere,2,8 way,dial,4,HORIZONTAL NEOGEO,SNK,Yes,Yes,Maybe
arcade,Super Bagman,1984,sbagman,2,4 way,none,2,VERTICAL,Valadon Automation,No,No,Yes
arcade,Space Bomber,1981,sbomber,2,8 way,none,2,VERTICAL,Psikyo,No,No,Yes
arcade,Special Criminal Investigation,1981,sci,2,analog,none,5,HORIZONTAL,Taito,No,No,Yes
arcade,Super Cobra,1981,scobra,2,8 way,none,2,VERTICAL,Konami,Yes,Yes,Maybe
arcade,Super Contra,1982,scontra,2,8 way,none,2,VERTICAL,Konami,Yes,Yes,Maybe
arcade,Scramble,1992,scramble,2,8 way,none,2,VERTICAL,Konami,No,No,Yes
arcade,Stadium Cross,1984,scross,2,8 way,none,3,HORIZONTAL,SEGA,No,No,Yes
arcade,Super Dodge Ball,1997,sdodgeb,4,8 way,none,4,HORIZONTAL NEOGEO,Technos Japan / Tecmo,No,No,Yes
arcade,SAR: Search & Rescue,1997,searchar,4,8 way,none,2,VERTICAL,SNK,No,No,Yes
arcade,Section Z,1990,sectionz,1,8 way,stick,2,HORIZONTAL,Capcom,No,No,Yes
arcade,Sega Ninja,2002,seganinj,2,8 way,none,3,HORIZONTAL,SEGA,No,No,Yes
arcade,Sengoku 3,1992,sengoku3,4,8 way,none,4,HORIZONTAL NEOGEO,Noise Factory / SNK,Yes,Yes,Maybe
arcade,Sexy Parodius,1990,sexyparo,2,8 way,pedal / paddle,3,HORIZONTAL,Konami,No,No,Yes
arcade,Street Fighter 1,1999,sf,2,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Street Fighter 2 1st : The World Warrior,1999,sf2,2,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Street Fighter 2 2nd : Champion Edition,1993,sf2ce,4,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Street Fighter 2 3rd : Hyper Fighting,1988,sf2hf,3,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Street Fighter 2 Alpha 1: Warriors' Dreams,1992,sfa,1,8 way,stick,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Street Fighter 2 Alpha 2,1985,sfa2,2,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Street Fighter 2 Alpha 3 MAX,1981,Street Fighter Alpha 3 MAX,2,8 way,none,6,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Street Fighter 2 Alpha 3,1987,sfa3,2,8 way,none,6,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Street Fighter 2 Alpha 3 Mix,1979,sfa3ud,2,8 way,none,6,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Street Fighter 5 EX2,1995,sfex2,2,8 way,none,6,HORIZONTAL,Capcom / Arika,No,No,Yes
arcade,Street Fighter 3 III 2nd Impact: Giant Attack,1988,sfiii2n,1,8 way,stick,6,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Street Fighter 3 III 3rd Strike: Fight for the Future,1983,sfiii3n,1,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Street Fighter 3 III 1st: New Generation,1992,sfiiin,2,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Sea Fighter Poseidon,1993,sfposeid,2,8 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Street Fighter 4 The Movie,1999,sftm,2,8 way,none,6,HORIZONTAL,Capcom / Incredible Technologies,No,No,Yes
arcade,Super Gem Fighter Mini Mix,1995,sgemf,2,8 way,none,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Shadow Force,1988,shadfrce,2,8 way,none,6,HORIZONTAL,Technos Japan / Technos Japan Corp.,Yes,Yes,Maybe
arcade,Super Hang-On (sitdown/upright),1989,shangon,2,analog,none,1,HORIZONTAL,SEGA / bootleg,No,No,Yes
arcade,Space Harrier,1999,sharrier,2,analog,none,3,HORIZONTAL,SEGA,No,No,Yes
arcade,Shadow Dancer,1984,shdancer,2,8 way,none,3,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,Shienryu,1999,shienryu,2,8 way,none,4,VERTICAL,Warashi,Yes,Yes,Maybe
arcade,"Shinobi (set 6, System 16A)",1987,shinobi,2,8 way,none,3,HORIZONTAL,SEGA,No,No,Yes
arcade,Shock Troopers 2 : 2nd Squad,1990,shocktr2,2,8 way,none,4,HORIZONTAL NEOGEO,Saurus / SNK,No,No,Yes
arcade,Shock Troopers 1,1985,shocktro,4,8 way,none,4,HORIZONTAL NEOGEO,Saurus / SNK,No,No,Yes
arcade,Satan's Hollow,1985,shollow,4,4 way,none,2,VERTICAL,Bally Midway / Arcade Engineering,No,No,Yes
arcade,Side Arms: Hyper Dyne,1986,sidearms,4,8 way,none,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Side Pocket,1986,sidepckt,4,8 way,none,2,HORIZONTAL,Data East,Yes,Yes,Maybe
arcade,Silent Dragon,1998,silentd,4,8 way,stick,3,HORIZONTAL,Taito,No,No,Yes
arcade,Silk Worm,1995,silkworm,4,8 way,dial,3,HORIZONTAL,Tecmo,No,No,Yes
arcade,"Simpsons, The",1987,simpsons2p,2,8 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Sinistar,1994,sinistar,2,analog,none,2,VERTICAL,Williams,No,No,Yes
arcade,Saturday Night Slam Masters,1986,slammast,2,8 way,none,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Slap Fight,1991,slapfigh,2,8 way,none,2,VERTICAL,Toaplan / Taito,No,Yes,Maybe
arcade,Sly Spy,1996,slyspy,2,8 way,none,2,HORIZONTAL,Data East,No,No,Yes
arcade,Smash T.V.,1985,smashtv,2,twin stick,none,0,HORIZONTAL,Williams,Yes,Yes,Maybe
arcade,"Super Monaco GP (World, Rev B)",1988,smgp,2,analog,none,2,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,Snow Bros. 2: With New Elves,1991,snowbro2,2,8 way,dial,2,HORIZONTAL,Hanafram / Toaplan,No,No,Yes
arcade,Snow Bros. 1: Nick & Tom,1999,snowbros,2,8 way,none,3,HORIZONTAL,Toaplan,Yes,Yes,Maybe
arcade,Soccer Brawl,1989,socbrawl,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Soukyugurentai,1986,sokyugrt,2,8 way,none,4,HORIZONTAL,Raizing / Eighting,Yes,Yes,Maybe
arcade,Sol Divide: The Sword Of Darkness,2003,soldivid,4,8 way,none,3,HORIZONTAL,Psikyo,Yes,Yes,Maybe
arcade,Solomon's Key,1985,solomon,2,8 way,none,2,HORIZONTAL,Tecmo,No,No,Yes
arcade,Aero Fighters 2,1995,sonicwi2,2,8 way,none,4,HORIZONTAL NEOGEO,Video System Co. / Video System,No,No,Yes
arcade,Aero Fighters 3,1995,sonicwi3,2,8 way,none,4,HORIZONTAL NEOGEO,Video System Co. / Video System,No,No,Yes
arcade,Son Son,1994,sonson,4,4 way,none,1,HORIZONTAL,Capcom,No,No,Yes
arcade,Soul Calibur,1988,soulclbr,4,8 way,only_buttons,6,HORIZONTAL,Namco,No,No,Yes
arcade,Super Pang,1989,spang,2,4 way,none,2,HORIZONTAL,Mitchell / Capcom,Yes,Yes,Maybe
arcade,Spelunker 2: 23 no Kagi,1994,spelunk2,2,8 way,none,2,HORIZONTAL,Irem / licensed from Broderbund,No,No,Yes
arcade,Super Puzzle Fighter II Turbo,1992,spf2t,4,8 way,none,2,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Spider-Man: The Videogame,1999,spidman,2,8 way,trackball,2,HORIZONTAL,SEGA,No,Yes,Maybe
arcade,Spin Master,2000,spinmast,2,8 way,trackball,4,HORIZONTAL NEOGEO,Data East,No,No,Yes
arcade,"Splatter House (World, new version",2005,splatter,1,8 way,lightgun / trackball,3,HORIZONTAL,Namco,Yes,Yes,Maybe
arcade,Super Punch-Out!!,1990,spnchout,2,4 way,none,4,VERTICAL,Nintendo,No,No,Yes
arcade,S.P.Y.: Special Project Y,1992,spy,2,8 way,trackball,2,HORIZONTAL,Konami,No,No,Yes
arcade,Spy Hunter,1987,spyhunt,2,analog,positional,5,VERTICAL,Bally Midway,No,No,Yes
arcade,Super Qix,1981,sqix,2,4 way,none,2,VERTICAL,Kaneko / Taito,Yes,No,Maybe
arcade,"Speed Rumbler, The",1985,srumbler,2,8 way,none,2,VERTICAL,Capcom,No,Yes,Maybe
arcade,Super Street Fighter 2 New Challengers,1988,ssf2,2,8 way,none,6,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Super Street Fighter 2 Turbo,1989,ssf2t,2,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Super Street Fighter 2 X: Grand Master Challenge,1998,ssf2xj,2,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Super Sidekicks 3: The Next Glory,1992,ssideki3,1,8 way,pedal / paddle,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Super Sprint,1996,ssprint,2,analog,none,0,HORIZONTAL,Atari Games / Atari,No,No,Yes
arcade,Sunset Riders,1982,ssridersabd,1,8 way,none,2,HORIZONTAL,Konami,No,No,Yes
arcade,Sorcer Striker,1994,sstriker,2,8 way,paddle / dial,3,VERTICAL,Raizing,No,Yes,Maybe
arcade,Stargate,1985,stargate,2,4 way,none,6,HORIZONTAL,Williams / Vid Kidz,Yes,Yes,Maybe
arcade,Star Wars 1,1992,starwars,4,analog,dial,4,HORIZONTAL,Atari / Midway,No,No,Yes
arcade,Storm Blade,1992,stmblade,2,8 way,none,3,VERTICAL,Visco,No,No,Yes
arcade,Street Smart,1984,streetsm,2,8 way,none,3,HORIZONTAL,SNK,No,No,Yes
arcade,Strider,1992,strider,1,8 way,stick,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Strike Force,1990,strkforc,4,8 way,none,3,HORIZONTAL,Midway,No,No,Yes
arcade,S.T.U.N. Runner,1998,stunrun,4,analog,none,2,HORIZONTAL,Atari Games / Atari,No,No,Yes
arcade,Superman,1998,superman,2,8 way,none,2,HORIZONTAL,Taito,No,No,Yes
arcade,Super Pac-Man,1995,superpac,2,4 way,none,1,VERTICAL,Namco,No,No,Yes
arcade,SNK vs. Capcom: SVC Chaos,1992,svc,3,8 way,none,4,HORIZONTAL NEOGEO,Playmore / Capcom,No,No,Yes
arcade,Swimmer,1987,swimmer,2,8 way,positional,1,HORIZONTAL,Tehkan,Yes,Yes,Maybe
arcade,Tapper,1991,tapper,2,4 way,none,1,HORIZONTAL,Bally Midway,No,No,Yes
arcade,TeddyBoy Blues,1991,teddybb,2,8 way,none,2,HORIZONTAL,SEGA,No,No,Yes
arcade,Tehkan World Cup,1990,tehkanwc,2,trackball,none,1,HORIZONTAL,Tehkan,No,No,Yes
arcade,Tekken 1,1975,tekken,2,8 way,positional,4,HORIZONTAL,Namco,No,No,Yes
arcade,Tekken 2 Ver.B,1994,tekken2,2,8 way,none,4,HORIZONTAL,Namco,No,Yes,Maybe
arcade,Tekken 3,1994,tekken3,2,8 way,none,6,HORIZONTAL,Namco,No,No,Yes
arcade,Tekken Tag Tournament,1985,tektagt,2,8 way,none,6,HORIZONTAL,Namco,Yes,Yes,Maybe
arcade,Tempest,1993,tempest,2,analog,none,2,VERTICAL,Atari,No,No,Yes
arcade,Tengai,2001,tengai,2,8 way,none,3,HORIZONTAL,Psikyo,No,No,Yes
arcade,Terminator 2: Judgment Day,1994,term2,2,lightgun,none,2,HORIZONTAL,Midway,No,Yes,Maybe
arcade,Terra Cresta,1998,terracre,2,8 way,none,2,VERTICAL,Nichibutsu,No,Yes,Maybe
arcade,Terra Force,1995,terraf,2,8 way,none,3,HORIZONTAL,Nichibutsu / bootleg,No,Yes,Maybe
arcade,Tetris The Absolute: The Grand Master 2 Plus,1991,tgm2p,2,4 way,none,3,HORIZONTAL,Arika,Yes,Yes,Maybe
arcade,Task Force Harrier,1993,tharrier,4,8 way,dial,3,VERTICAL,UPL,No,Yes,Maybe
arcade,"Gladiator, The",1994,theglad,2,8 way,none,4,HORIZONTAL,IGS,No,No,Yes
arcade,Thunder Blade (upright),1999,thndrbld,2,analog,none,2,HORIZONTAL,SEGA,Yes,Yes,Maybe
arcade,ThunderJaws,1983,thunderj,2,8 way,none,2,HORIZONTAL,Atari Games / Atari,No,No,Yes
arcade,Thunder Fox,1983,thundfox,2,8 way,none,3,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,Tiger-Heli,1985,tigerh,2,8 way,none,2,VERTICAL,Toaplan / Taito,No,No,Yes
arcade,Tiger Road,1991,tigeroad,2,8 way,none,2,HORIZONTAL,Capcom,No,No,Yes
arcade,Time Pilot 1,1989,timeplt,2,8 way,none,1,VERTICAL,Konami,No,No,Yes
arcade,Time Soldiers,1991,timesold,2,twin stick,none,2,VERTICAL,Alpha Denshi Co. / SNK/Romstar license,No,No,Yes
arcade,Teenage Mutant Ninja Turtles 2 : Turtles in Time,1990,tmnt22pu,2,8 way,none,2,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,Teenage Mutant Ninja Turtles 1,1985,tmnt2po,1,8 way,pedal / paddle,2,HORIZONTAL,Konami,Yes,No,Maybe
arcade,Thundercade,1985,tndrcade,1,8 way,pedal / paddle,2,VERTICAL,Seta / Taito,No,No,Yes
arcade,T.N.K 3,1992,tnk3,2,twin stick,none,2,VERTICAL,SNK,No,No,Yes
arcade,"New Zealand Story (World, new version), The",1988,tnzs,1,8 way,pedal / stick / paddle,2,HORIZONTAL,Taito,No,No,Yes
arcade,Toki,1993,tokib,1,8 way,pedal / stick / paddle,2,HORIZONTAL,TAD Corporation / Tad Corporation,No,No,Yes
arcade,Tokio,1994,tokio,6,8 way,none,2,VERTICAL,Taito / Romstar Incorporated,No,No,Yes
arcade,Toobin',1982,toobin,1,buttons only,none,5,VERTICAL,Atari Games / Atari,No,No,Yes
arcade,Top Hunter: Roddy & Cathy,1994,tophuntr,2,8 way,none,4,HORIZONTAL NEOGEO,SNK,No,No,Yes
arcade,Total Carnage,1988,totcarn,2,twin stick,none,0,HORIZONTAL,Midway,No,Yes,Maybe
arcade,Turbo Out Run (cockpit),2000,toutrun3,2,analog,none,2,HORIZONTAL,SEGA,No,No,Yes
arcade,Time Pilot 2 '84,1992,tp84,4,8 way,none,2,VERTICAL,Konami,No,No,Yes
arcade,Track & Field,1987,trackfld,2,buttons only,positional,3,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,Thrash Rally,1985,trally,2,8 way,none,4,HORIZONTAL NEOGEO,Alpha Denshi Co.,No,No,Yes
arcade,Traverse USA,1993,travrusa,2,4 way,none,2,VERTICAL,Irem,No,No,Yes
arcade,Tropical Angel,1988,troangel,2,4 way,none,2,HORIZONTAL,Irem,No,No,Yes
arcade,Trog,1987,trog,2,4 way,stick,1,HORIZONTAL,Midway,No,No,Yes
arcade,Trojan,1980,trojan,2,8 way,none,2,HORIZONTAL,Capcom,No,No,Yes
arcade,Tron,1989,tron,2,8 way,none,1,VERTICAL,Bally Midway,No,No,Yes
arcade,Truxton 1,1989,truxton,2,8 way,none,2,VERTICAL,Toaplan / Taito,Yes,Yes,Maybe
arcade,Truxton 2,1990,truxton2,4,8 way,none,3,VERTICAL,Toaplan,No,No,Yes
arcade,Neo Turf Masters,1992,turfmast,2,8 way,none,4,HORIZONTAL NEOGEO,Nazca / Nazca Corporation,No,No,Yes
arcade,Tutankham,1992,tutankhm,4,4 way,none,2,VERTICAL,Konami,No,No,Yes
arcade,Twin Cobra,1996,twincobr,4,8 way,none,2,VERTICAL,Toaplan / Taito,No,No,Yes
arcade,Twin Eagle 2: The Rescue Mission,1985,twineag2,2,8 way,none,3,VERTICAL,Seta,No,No,Yes
arcade,Twin Eagle 1: Revenge Joe's Brother,1988,twineagl,1,8 way,pedal / paddle,2,VERTICAL,Seta / Taito,No,Yes,Maybe
arcade,Two Crude,1988,twocrude,4,8 way,pedal / dial,3,HORIZONTAL,Data East,No,No,Yes
arcade,Undercover Cops,1996,uccops,2,8 way,none,2,HORIZONTAL,Irem,No,No,Yes
arcade,Mortal Kombat 4 : Ultimate Mortal Kombat 3,1990,umk3,1,8 way,pedal / stick,6,HORIZONTAL,Midway,No,No,Yes
arcade,U.N. Squadron,1993,unsquad,2,8 way,none,3,HORIZONTAL,Capcom,No,No,Yes
arcade,Up'n Down,1995,upndown,2,8 way,none,1,VERTICAL,SEGA,No,No,Yes
arcade,Vanguard,1984,vanguard,4,8 way,only_buttons,4,VERTICAL,SNK,Yes,Yes,Maybe
arcade,Vapor Trail: Hyper Offence Formation,2004,vaportrau,2,8 way,none,2,VERTICAL,Data East,Yes,Yes,Maybe
arcade,Varth: Operation Thunderstorm,1985,varth,2,8 way,none,3,VERTICAL,Capcom,No,No,Yes
arcade,Vasara 1,1983,vasara,1,8 way,stick,3,VERTICAL,Visco,No,Yes,Maybe
arcade,Vasara 2,2006,vasara2,2,8 way,none,3,VERTICAL,Visco,Yes,Yes,Maybe
arcade,Vendetta,1989,vendetta2pw,2,8 way,positional,2,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,Victory Road,1986,victroad,2,8 way,positional,2,VERTICAL,SNK,Yes,Yes,Maybe
arcade,Viewpoint,1988,viewpoin,2,8 way,none,4,HORIZONTAL NEOGEO,Sammy / Aicom,No,No,Yes
arcade,Vigilante,1993,vigilanto,2,8 way,none,2,HORIZONTAL,Irem / Data East,Yes,Yes,Maybe
arcade,Vimana,1985,vimana,1,8 way,none,2,VERTICAL,Toaplan,Yes,Yes,Maybe
arcade,Vindicators,1984,vindictr,2,8 way,none,4,HORIZONTAL,Atari Games,No,No,Yes
arcade,Violent Storm,1989,viostorm,2,8 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,Viper Phase 1,1983,viprp1,2,8 way,none,3,VERTICAL,Seibu Kaihatsu,No,No,Yes
arcade,Virtua Racing,1980,vr,2,analog,none,6,HORIZONTAL,SEGA,No,No,Yes
arcade,Vampire Savior 1: The Lord of Vampire,1998,vsav,2,8 way,none,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Vampire Savior 2: The Lord of Vampire,1986,vsav2,2,8 way,none,6,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Vulgus,1989,vulgus,3,8 way,pedal / dial,2,VERTICAL,Capcom,No,No,Yes
arcade,Waku Waku 7,1989,wakuwak7,3,8 way,pedal / dial,4,HORIZONTAL NEOGEO,Sunsoft / SNK,Yes,Yes,Maybe
arcade,Wardner,1997,wardner,2,8 way,only_buttons / trackball,2,HORIZONTAL,Toaplan / Taito,No,No,Yes
arcade,Warlords,1993,warlords,2,analog,none,1,HORIZONTAL,Atari,No,No,Yes
arcade,Water Ski,1986,waterski,2,4 way,none,2,VERTICAL,Taito,Yes,Yes,Maybe
arcade,"Wonder Boy 3: Monster Lair (set 6, World, System 16B)",1995,wb3,2,8 way,none,3,HORIZONTAL,SEGA / Westone,No,No,Yes
arcade,Wonder Boy 2 in Monster Land,1995,wbmlvcd,2,8 way,none,2,HORIZONTAL,bootleg / mpatou,No,No,Yes
arcade,Wonder Boy 1,1986,wboy,2,4 way,none,2,HORIZONTAL,Escape / SEGA,Yes,Yes,Maybe
arcade,World Heroes Perfect,1999,whp,2,8 way,none,4,HORIZONTAL NEOGEO,ADK / SNK,Yes,Yes,Maybe
arcade,Wild Fang,1998,wildfang,2,8 way,none,3,HORIZONTAL,Tecmo,No,No,Yes
arcade,Willow,2001,willow,2,8 way,none,3,HORIZONTAL,Capcom / Lucasfilm Games,No,No,Yes
arcade,Wizard Fire,1994,wizdfire,2,8 way,none,2,HORIZONTAL,Data East,No,Yes,Maybe
arcade,Windjammers,1983,wjammers,2,8 way,none,4,HORIZONTAL NEOGEO,Data East / SNK,No,No,Yes
arcade,Warriors of Fate,1982,wof,2,8 way,none,2,HORIZONTAL,Capcom,Yes,Yes,Maybe
arcade,Wizard of Wor,1986,wow,2,8 way,none,2,HORIZONTAL,Dave Nutting Associates / Midway,No,Yes,Maybe
arcade,World Rally 1,1983,wrally,2,8 way,none,2,HORIZONTAL,Gaelco,No,No,Yes
arcade,World Rally 2: Twin Racing,1993,wrally2,3,8 way,none,2,HORIZONTAL,Gaelco,No,No,Yes
arcade,WWF: Wrestlemania,1981,wwfmania,2,8 way,none,5,HORIZONTAL,Midway,No,No,Yes
arcade,WWF Superstars,1984,wwfsstar,2,8 way,none,2,HORIZONTAL,Technos Japan / Technos Japan Corp.,No,No,Yes
arcade,WWF WrestleFest,1984,wwfwfest,2,8 way,none,2,HORIZONTAL,Technos Japan / Tecmo license,No,No,Yes
arcade,Xenophobe,1982,xenophob,2,8 way,none,3,HORIZONTAL,Bally Midway,No,No,Yes
arcade,Xevious,1982,xevious,2,8 way,none,2,VERTICAL,Namco,Yes,Yes,Maybe
arcade,Xexex,1983,xexexj,2,8 way,none,2,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,X-Men Children of the Atom,1993,xmcota,2,8 way,stick,6,HORIZONTAL,Capcom,No,No,Yes
arcade,X-Men,1988,xmenu,2,8 way,none,3,HORIZONTAL,Konami,No,No,Yes
arcade,X Multiply,1988,xmultipl,2,8 way,none,4,HORIZONTAL,Irem,Yes,Yes,Maybe
arcade,X-Men Vs. Street Fighter,1994,xmvsf,2,8 way,dial,6,HORIZONTAL,Capcom,No,No,Yes
arcade,Xain'd Sleena,1984,xsleena,2,8 way,none,2,HORIZONTAL,Technos Japan / Taito,No,No,Yes
arcade,Yie Ar Kung-Fu,1982,yiear,2,8 way,none,3,HORIZONTAL,Konami,Yes,Yes,Maybe
arcade,Zaxxon,1991,zaxxon,4,8 way,none,1,VERTICAL,SEGA,No,No,Yes
arcade,Zoo Keeper,1984,zookeep,2,4 way,none,1,HORIZONTAL,Taito,Yes,Yes,Maybe
arcade,After Burner Climax,1984,After Burner Climax,2,analog,none,4,HORIZONTAL,,No,No,Yes
arcade,Daytona 2,1992,dayto2pe,2,analog,none,4,HORIZONTAL,,No,No,Yes
arcade,Dragons Lair,1996,Dragons Lair,2,analog,none,1,HORIZONTAL,,No,No,Yes
arcade,Mario Kart Arcade GP 1,1987,Mario Kart Arcade GP,2,analog,none,4,HORIZONTAL,,Yes,Yes,Maybe
arcade,Mario Kart Arcade GP 2,1994,Mario Kart Arcade GP 2,2,analog,none,4,HORIZONTAL,,No,No,Yes
arcade,OutRun 2006,2002,OutRun 2006,2,analog,none,4,HORIZONTAL,,Yes,Yes,Maybe
arcade,Scud Racer,1986,scudp,2,analog,none,4,HORIZONTAL,,No,No,Yes
arcade,Space Ace,1986,Space Ace,4,analog,none,1,HORIZONTAL,,Yes,Yes,Maybe
arcade,Sega Rally 2,1985,srally2,2,analog,none,4,HORIZONTAL,,Yes,Yes,Maybe
arcade,Ultra Street Fighter IV,1981,Ultra Street Fighter IV,1,8 way,dial,6,HORIZONTAL,,No,No,Yes
arcade,Star Force,1986,starforc,2,8 way,none,1,VERTICAL,Tehkan,No,No,Yes
arcade,,1987,Paradroid,2,8 way,none,1,CONSOLE,,No,No,Yes
arcade,,1994,Uridium,2,8 way,none,1,CONSOLE,,Yes,Yes,Maybe
arcade,,1996,gnw_dkjr,2,4 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,,1998,gnw_dkong,4,4 way,none,6,CONSOLE,,No,No,Yes
arcade,,1985,gnw_dkong2,2,4 way,none,6,CONSOLE,,No,No,Yes
arcade,,1991,gnw_fire,3,4 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,,1994,gnw_ghouse,2,4 way,none,6,CONSOLE,,No,No,Yes
arcade,,1995,gnw_mickdon,2,4 way,none,6,CONSOLE,,No,Yes,Maybe
arcade,,1996,gnw_octopus,2,4 way,none,6,CONSOLE,,No,No,Yes
arcade,,1997,gnw_opanic,2,4 way,none,6,CONSOLE,,No,No,Yes
arcade,,1998,gnw_pchute,2,4 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,,1999,gnw_popeye,2,4 way,none,6,CONSOLE,,No,Yes,Maybe
arcade,,2000,gnw_stennis,2,4 way,none,6,CONSOLE,,No,Yes,Maybe
arcade,,2001,gnw_tbridge,2,4 way,none,6,CONSOLE,,No,Yes,Maybe
arcade,,2002,International Karate Plus,2,8 way,none,6,CONSOLE,,Yes,Yes,Maybe
arcade,,2003,Comix Zone,2,8 way,none,6,CONSOLE,,No,Yes,Maybe
arcade,,1991,Earthworm Jim,2,8 way,none,6,CONSOLE,,No,No,Yes
arcade,,1992,ECCO the Dolphin,2,8 way,none,6,CONSOLE,,No,Yes,Maybe
arcade,,1994,Rocket Knight Adventures,2,8 way,none,6,CONSOLE,,No,Yes,Maybe
