System,ROM Name,Description,ISVERTICAL,FW Reborn,LEGENDS,FW Atarashii,INSERT COIN,FOCUS,FW Atarashii Gems,FW Atarashii Mini,FW Atarashii Micro,Vertical,Year,numberPlayers,ctrlType,Buttons,Simple Manufacturer,Joystick Input,Other Input,Manufacturers
arcade,ncombat,Ninja Combat,,x,x,x,,,,,,HORIZONTAL NEOGEO,1990,2,8 way,4,Neo Geo,joy8way,,Alpha Denshi Co. / SNK
arcade,ncommand,Ninja Commando,,x,x,x,,,,,,HORIZONTAL NEOGEO,1992,2,8 way,4,Neo Geo,joy8way,,Alpha Denshi Co. / ADK
arcade,nebulray,Nebulas Ray,x,x,x,x,,,,,,VERTICAL,1994,4,8 way,3,Namco,joy8way,,Namco
arcade,nemo,Nemo,,,x,x,,,,,,HORIZONTAL,1990,2,8 way,3,Capcom,joy8way,,Capcom
arcade,neodrift,Neo Drift Out: New Technology,,x,x,x,,,,,,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,Visco / SNK
arcade,ninjak,"Ninja Kids, The",,,x,x,,,,,,HORIZONTAL,1990,4,8 way,2,Taito,joy8way,,Taito
arcade,ninjakd2,Ninja-Kid 2,,,x,x,,,,,,HORIZONTAL,1987,2,8 way,2,Other,joy8way,,UPL
arcade,ninjamas,Ninja Master's: Haoh-ninpo-cho,,x,x,x,,,,,,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,ADK / SNK
arcade,nitd,Nightmare in the Dark,x,x,x,x,x,,,,,HORIZONTAL NEOGEO,2000,2,8 way,4,Neo Geo,joy8way,,Eleven / Gavaking
arcade,nitrobal,Nitro Ball,x,,x,x,,,,,,VERTICAL,1992,3,8 way,2,Data East,joy8way,,Data East
arcade,nrallyx,Rally X 2,,x,x,x,,,,,,HORIZONTAL,1981,2,4 way,1,Namco,joy4way,,Namco
arcade,nslashers,Night Slashers,x,x,x,x,x,x,x,x,,HORIZONTAL,1994,3,8 way,3,Data East,joy8way,,Data East
arcade,nspirit,Ninja Spirit,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1988,2,8 way,4,Irem,joy8way,,Irem
arcade,nwarr,Night Warriors: Darkstalkers' Revenge,x,x,x,x,x,,,,,HORIZONTAL,1995,2,8 way,6,Capcom,joy8way,,Capcom
arcade,nzeroteam,Zero Team,,x,x,x,,,,,,HORIZONTAL,1997,2,8 way,3,Other,joy8way,,Seibu Kaihatsu
arcade,offroadt,Ironman Ivan Stewart's Super Off-Road Track-Pak,,x,x,x,,,,,,HORIZONTAL,1989,3,analog,1,Other,,pedal / dial,Leland Corporation
arcade,openice,Open Ice Challenge,,x,x,x,,,,,,HORIZONTAL,1995,4,8 way,3,Midway,joy8way,,Midway
arcade,opwolf,Operation Wolf 1,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1987,1,lightgun,2,Taito,,lightgun,Taito
arcade,orunners,Out Runners,x,x,x,x,x,,,,,HORIZONTAL,1992,2,analog,5,SEGA,,pedal / paddle,SEGA
arcade,osman,Osman,x,x,x,x,x,,,,,HORIZONTAL,1996,2,8 way,3,Other,joy8way,,Mitchell
arcade,othunder,Operation Wolf 2 : Operation Thunderbolt,x,x,x,x,x,x,x,x,,HORIZONTAL,1988,2,lightgun,2,Taito,,stick,Taito
arcade,outrun,Out Run,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1986,1,analog,1,SEGA,,pedal / paddle,SEGA
arcade,outzone,Out Zone,x,x,x,x,x,,,,,VERTICAL,1990,2,8 way,3,Toaplan,joy8way,,Toaplan
arcade,p47,P-47 1 : The Phantom Fighter,x,,x,x,,,,,,HORIZONTAL,1988,2,8 way,2,Other,joy8way,,Jaleco
arcade,p47aces,P-47 2 Aces,x,x,x,x,x,,,,,HORIZONTAL,1995,2,8 way,5,Other,joy8way,,Jaleco
arcade,pacland,Pac-Land,x,x,x,x,x,,,,,HORIZONTAL,1984,2,4 way,3,Namco,,only_buttons,Namco
arcade,pacman,Pac-Man,x,x,x,x,x,x,MINI,x,x,VERTICAL,1980,2,4 way,0,Midway,joy4way,,Namco / Midway license
arcade,pacmania,Pac-Mania,x,x,x,x,,,,,,VERTICAL,1987,2,8 way,3,Namco,joy8way,,Namco
arcade,pang,Pang,,x,x,x,,,,,,HORIZONTAL,1989,2,4 way,2,Other,joy4way,,Mitchell
arcade,paperboy,Paperboy,x,x,x,x,x,,,,,HORIZONTAL,1984,1,analog,2,Atari,,stick,Atari Games / Atari
arcade,parodius,Parodius DA!,,x,x,x,,,,,,HORIZONTAL,1990,2,8 way,3,Konami,joy8way,,Konami
arcade,pbobble,Puzzle Bobble 1,x,x,x,x,x,x,x,x,,HORIZONTAL,1994,4,8 way,3,Taito,joy8way,,Taito
arcade,pbobble2,Puzzle Bobble 2,,x,x,x,,,,,,HORIZONTAL,1995,4,8 way,4,Taito,joy8way,dial,Taito
arcade,pbobble3,Puzzle Bobble 3,,x,x,x,,,,,,HORIZONTAL,1996,4,8 way,4,Taito,joy8way,dial,Taito
arcade,pbobble4,Puzzle Bobble 4,x,x,x,x,,,,,,HORIZONTAL,1997,4,8 way,4,Taito,joy8way,dial,Taito
arcade,pdrift,Power Drift,x,x,x,x,x,x,x,x,,HORIZONTAL,1988,1,analog,1,SEGA,,pedal / paddle,SEGA
arcade,pengo,Pengo,x,x,x,x,x,x,MINI,x,x,VERTICAL,1982,2,4 way,1,SEGA,joy4way,,SEGA
arcade,peterpak,Peter Pack Rat,,x,x,x,,,,,,HORIZONTAL,1984,1,8 way,2,Atari,joy8way,,Atari Games
arcade,phoenix,Phoenix,x,x,x,x,x,x,MINI,x,x,VERTICAL,1980,2,4 way,2,Other,joy2way,,Amstar / Centuri
arcade,pinkswts,Pink Sweets: Ibara Sorekara,x,x,x,x,,,,,,VERTICAL,2006,2,8 way,4,Cave,joy8way,,Cave / AMI license
arcade,pirates,Pirates,,x,x,x,,,,,,HORIZONTAL,1994,2,8 way,3,Other,joy8way,,NIX
arcade,pitfall2,Pitfall 2,,x,x,x,,,,,,HORIZONTAL,1985,2,8 way,2,SEGA,joy8way,,SEGA
arcade,pitfight,Pit Fighter,,,x,x,,,,,,HORIZONTAL,1990,3,8 way,3,Atari,joy8way,,Atari Games / Atari
arcade,pleiads,Pleiads,x,x,x,x,x,,x,,,VERTICAL,1981,2,4 way,1,Other,joy2way,,Tehkan / Tehkan Ltd.
arcade,polepos2,Pole Position 2,,x,x,x,,,,,,HORIZONTAL,1983,1,analog,1,Namco,,pedal / dial,Namco
arcade,pooyan,Pooyan,x,x,x,x,x,x,x,x,,VERTICAL,1982,2,4 way,1,Konami,joyvertical2way,,Konami / bootleg
arcade,popeye,Popeye,x,x,x,x,x,,,,,HORIZONTAL,1982,2,4 way,1,Nintendo,joy4way,,Nintendo
arcade,poundfor,Pound for Pound,x,,x,x,,,,,,VERTICAL,1990,2,trackball,2,Irem,,trackball,Irem
arcade,pow,P.O.W.: Prisoners of War,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1988,2,8 way,3,SNK,joy8way,,SNK
arcade,prehisle,Prehistoric Isle 1 in 1930,x,,x,x,,,,,,HORIZONTAL,1989,2,8 way,3,SNK,joy8way,,SNK
arcade,preisle2,Prehistoric Isle 2,x,x,x,x,x,,,,,HORIZONTAL NEOGEO,1999,2,8 way,4,Neo Geo,joy8way,,Yumekobo / Saurus
arcade,primrage,Primal Rage,x,x,x,x,x,,,,,HORIZONTAL,1994,2,8 way,4,Atari,joy8way,,Atari Games
arcade,progear,Progear,x,x,x,x,x,x,x,x,,HORIZONTAL,2001,2,8 way,3,Capcom,joy8way,,Cave / Capcom
arcade,psychic5,Psychic 5,x,x,x,x,,,,,,VERTICAL,1987,2,8 way,2,Other,joy8way,,Jaleco / NMK
arcade,psychos,Psycho Soldier,x,x,x,x,x,,x,,,HORIZONTAL,1987,2,8 way,2,SNK,joy8way,,SNK
arcade,pulstar,Pulstar,x,x,x,x,x,,,,,HORIZONTAL NEOGEO,1995,2,8 way,4,Neo Geo,joy8way,,Aicom / SNK
arcade,punchout,Punch-Out!!,x,x,x,x,x,,x,,,VERTICAL,1984,1,4 way,3,Nintendo,joy4way,,Nintendo
arcade,punisher,"Punisher, The",x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1993,2,8 way,2,Capcom,joy8way,,Capcom
arcade,puzzli2,Puzzli 2,,x,x,x,,,,,,HORIZONTAL,1999,4,8 way,4,Other,joy8way,,IGS / Metro license
arcade,qbert,Q*bert,x,x,x,x,x,x,MINI,x,x,VERTICAL,1982,2,8 way,0,Other,joy8way,,Gottlieb / D. Gottlieb & Co.
arcade,qix,Qix,x,x,x,x,,,,,,VERTICAL,1981,2,4 way,2,Taito,joy4way,,Taito
arcade,quartet2,Quartet 2,x,x,x,x,x,,x,,,HORIZONTAL,1986,2,8 way,3,SEGA,joy8way,,SEGA
arcade,rackemup,Rack 'em Up,,x,x,x,,,,,,VERTICAL,1987,2,8 way,2,Konami,joy8way,,Konami
arcade,radm,Rad Mobile,,x,x,x,,,,,,HORIZONTAL,1990,1,analog,2,SEGA,,pedal / paddle,SEGA
arcade,raiden,Raiden 1,x,x,x,x,x,,,,,VERTICAL,1990,2,8 way,2,Other,joy8way,,Seibu Kaihatsu / Fabtek
arcade,raidendx,Raiden 2 DX,x,x,x,x,x,,,,,VERTICAL,1994,2,8 way,3,Other,joy8way,,Seibu Kaihatsu
arcade,rallyx,Rally X,x,x,x,x,x,x,x,x,,HORIZONTAL,1980,2,4 way,1,Namco,joy4way,,Namco
arcade,rambo3,Rambo 3,,x,x,x,,,,,,HORIZONTAL,1989,2,trackball,2,Taito,joy8way,trackball,Taito
arcade,rampage,Rampage 1,x,x,x,x,x,,x,,,HORIZONTAL,1986,3,8 way,2,Midway,joy8way,,Bally Midway / Barcrest / Red Gaming
arcade,rampart2p,Rampart,,x,x,x,,,,,,HORIZONTAL,1990,3,8 way,2,Atari,joy8way,,Atari Games
arcade,rastsaga,Rastan Saga,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1987,2,8 way,2,Taito,joy8way,,Taito
arcade,raveracw,Rave Racer,x,x,x,x,x,x,x,x,,HORIZONTAL,1995,1,8 way,4,Namco,joy8way,pedal / paddle,Namco
arcade,rbffspec,Real Bout Fatal Fury Special,x,x,x,x,x,,x,,,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,rbisland,Rainbow Islands,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1987,2,4 way,2,Taito,joy2way,,Taito
arcade,rdft,Raiden Fighters 1,x,x,x,x,x,x,x,x,x,VERTICAL,1996,2,8 way,3,Other,joy8way,,Seibu Kaihatsu / Tuning license
arcade,rdft2,Raiden Fighters 2: Operation Hell Dive,x,x,x,x,x,,,,,VERTICAL,1997,2,8 way,2,Other,joy8way,,Seibu Kaihatsu / Tuning license
arcade,redearth,Red Earth,x,x,x,x,x,,,,,HORIZONTAL,1996,2,8 way,6,Capcom,joy8way,,Capcom
arcade,renegade,Renegade,x,x,x,x,x,x,x,x,,HORIZONTAL,1986,2,8 way,3,Technos,joy8way,,Technos Japan / Taito
arcade,rezon,Rezon,,x,x,x,,,,,,HORIZONTAL,1991,2,8 way,3,Other,joy8way,,Allumer
arcade,rfjet,Raiden Fighters 3 Jet,x,x,x,x,x,x,MINI,x,x,VERTICAL,1998,2,8 way,2,Other,joy8way,,Seibu Kaihatsu / Tuning license
arcade,ridgera2,Ridge Racer 2,,x,x,x,,,,,,HORIZONTAL,1994,1,8 way,3,Namco,joy8way,pedal / paddle,Namco
arcade,ridgerac,Ridge Racer 1,x,x,x,x,x,x,x,x,,HORIZONTAL,1993,1,8 way,3,Namco,joy8way,pedal / paddle,Namco
arcade,ringdest,Ring of Destruction: Slammasters 2,x,x,x,x,x,x,x,x,,HORIZONTAL,1994,2,8 way,6,Capcom,joy8way,,Capcom
arcade,riot,Riot,,,x,x,,,,,,HORIZONTAL,1992,2,8 way,3,Other,joy8way,,NMK
arcade,rmpgwt,Rampage 2 : World Tour,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1997,3,8 way,3,Midway,joy8way,,Midway / Game Refuge Inc.
arcade,roadblst,Road Blasters,x,x,x,x,x,x,x,x,x,HORIZONTAL,1987,1,analog,3,Atari,,pedal / stick,Atari Games
arcade,roadf,Road Fighter,x,x,x,x,,,,,,VERTICAL,1984,2,8 way,2,Konami,joy8way,,Konami
arcade,roadrunn,Road Runner,,x,x,x,,,,,,HORIZONTAL,1985,1,analog,2,Atari,,stick,Atari Games
arcade,roboarmy,Robo Army,x,x,x,x,x,,,,,HORIZONTAL NEOGEO,1991,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,robocop,Robocop 1,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1988,2,8 way,2,Data East,joy8way,,Data East
arcade,robocop2,Robocop 2,,x,x,x,,,,,,HORIZONTAL,1991,2,8 way,3,Data East,joy8way,,Data East
arcade,robotron,Robotron: 2084,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1982,1,twin stick,0,Williams,doublejoy8way,,Williams / Vid Kidz
arcade,rocnrope,Roc'n Rope,x,x,x,x,x,x,x,x,,VERTICAL,1983,2,4 way,2,Konami,joy4way,,Konami
arcade,rodland,Rod-Land,,x,x,x,,,,,,HORIZONTAL,1990,2,8 way,2,Other,joy8way,,Jaleco
arcade,rotd,Rage of the Dragons,x,x,x,x,x,,,,,HORIZONTAL NEOGEO,2002,2,8 way,4,Neo Geo,joy8way,,Evoga / Playmore
arcade,rpunch,Rabbit Punch,x,x,x,x,x,x,x,x,x,HORIZONTAL,1987,2,8 way,2,Midway,joy8way,,V-System Co. / Bally/Midway/Sente license
arcade,rsgun,Radiant Silvergun,,x,x,x,,,,,,HORIZONTAL,1998,4,8 way,4,Other,joy8way,,Treasure
arcade,rthun2,Rolling Thunder 2,,x,x,x,,,,,,HORIZONTAL,1990,2,8 way,3,Namco,joy8way,,Namco
arcade,rthunder,Rolling Thunder 1,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1986,2,4 way,2,Namco,joy4way,,Namco
arcade,rtype,R-Type 1,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1987,2,8 way,4,Irem,joy8way,,Irem
arcade,rtype2,R-Type 2,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1989,2,8 way,4,Irem,joy8way,,Irem
arcade,rtypeleo,R-Type 3 Leo,x,x,x,x,x,,,,,HORIZONTAL,1992,2,8 way,2,Irem,joy8way,,Irem
arcade,rungun,Run & Gun 1,,x,x,x,,,,,,HORIZONTAL,1993,4,8 way,3,Konami,joy8way,,Konami
arcade,rungun2,Run & Gun 2,,x,x,x,,,,,,HORIZONTAL,1996,4,8 way,3,Konami,joy8way,,Konami
arcade,rvschool,Rival Schools: United By Fate,,x,x,x,,,,,,HORIZONTAL,1997,2,8 way,6,Capcom,joy8way,,Capcom
arcade,rygar,Rygar,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1986,2,8 way,2,Tecmo,joy8way,,Tecmo
arcade,s1945,Strikers 1945 1,x,,x,x,,,,,,VERTICAL,1995,2,8 way,3,Psikyo,joy8way,,Psikyo
arcade,s1945ii,Strikers 1945 2,x,x,x,x,,,,,,VERTICAL,1997,2,8 way,2,Psikyo,joy8way,,Psikyo
arcade,s1945iii,Strikers 1945 3,x,x,x,x,x,,,,,VERTICAL,1999,2,8 way,3,Psikyo,joy8way,,Psikyo
arcade,s1945p,Strikers 1945 Plus,,,x,x,,,,,,HORIZONTAL NEOGEO,1999,2,8 way,4,Neo Geo,joy8way,,Psikyo
arcade,sailormn,Pretty Soldier Sailor Moon,,,x,x,,,,,,HORIZONTAL,1995,2,8 way,3,Other,joy8way,,Gazelle / Banpresto license
arcade,salamand,Salamander 1,x,x,x,x,x,x,x,x,,HORIZONTAL,1986,2,8 way,2,Konami,joy8way,,Konami
arcade,salmndr2,Salamander 2,x,,x,x,x,,,,,HORIZONTAL,1996,4,8 way,3,Konami,joy8way,,Konami
arcade,samsh5sp,Samurai Shodown V Special,x,x,x,x,x,x,MINI,x,x,HORIZONTAL NEOGEO,2004,2,8 way,4,Neo Geo,joy8way,,Yuki Enterprise / SNK Playmore
arcade,samsho,Samurai Shodown 1,x,,x,x,,,,,,HORIZONTAL NEOGEO,1993,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,samsho2,Samurai Shodown 2,x,x,x,x,x,x,MINI,x,x,HORIZONTAL NEOGEO,1994,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,samsho3,Samurai Shodown 3,x,,x,x,,,,,,HORIZONTAL NEOGEO,1995,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,samsho4,Samurai Shodown 4: Amakusa's Revenge,x,x,x,x,x,x,x,x,x,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,samsho5,Samurai Shodown 5,x,,x,x,,,,,,HORIZONTAL NEOGEO,2003,2,8 way,4,Neo Geo,joy8way,,Yuki Enterprise / SNK Playmore
arcade,savagere,Savage Reign,x,,x,x,x,,,,,HORIZONTAL NEOGEO,1995,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,sbagman,Super Bagman,x,x,x,x,,,,,,VERTICAL,1984,2,4 way,2,Other,joy4way,,Valadon Automation
arcade,sbomber,Space Bomber,x,,x,x,,,,,,VERTICAL,1998,2,8 way,2,Psikyo,joy8way,,Psikyo
arcade,sci,Special Criminal Investigation,x,x,x,x,x,x,x,x,x,HORIZONTAL,1989,1,analog,5,Taito,,paddle,Taito
arcade,scobra,Super Cobra,x,x,x,x,,,,,,VERTICAL,1981,2,8 way,2,Konami,joy8way,,Konami
arcade,scontra,Super Contra,x,x,x,x,x,x,x,x,x,VERTICAL,1988,2,8 way,2,Konami,joy8way,,Konami
arcade,scramble,Scramble,x,x,x,x,x,x,x,x,x,VERTICAL,1981,2,8 way,2,Konami,joy8way,,Konami
arcade,scross,Stadium Cross,,x,x,x,,,,,,HORIZONTAL,1992,2,8 way,3,SEGA,joy8way,pedal / paddle,SEGA
arcade,sdodgeb,Super Dodge Ball,,x,x,x,,,,,,HORIZONTAL NEOGEO,1996,2,8 way,4,Neo Geo,joy8way,,Technos Japan / Tecmo
arcade,searchar,SAR: Search & Rescue,x,x,x,x,,,,,,VERTICAL,1989,2,8 way,2,SNK,joy8way,positional,SNK
arcade,sectionz,Section Z,,x,x,x,,,,,,HORIZONTAL,1985,2,8 way,2,Capcom,joy8way,,Capcom
arcade,seganinj,Sega Ninja,x,x,x,x,x,x,x,x,,HORIZONTAL,1985,2,8 way,3,SEGA,joy8way,,SEGA
arcade,sengoku3,Sengoku 3,x,x,x,x,x,,,,,HORIZONTAL NEOGEO,2001,2,8 way,4,Neo Geo,joy8way,,Noise Factory / SNK
arcade,sexyparo,Sexy Parodius,,x,x,x,,,,,,HORIZONTAL,1996,4,8 way,3,Konami,joy8way,,Konami
arcade,sf,Street Fighter 1,x,x,x,x,x,x,x,x,,HORIZONTAL,1987,2,8 way,6,Capcom,joy8way,,Capcom
arcade,sf2,Street Fighter 2 1st : The World Warrior,x,x,x,x,x,x,x,x,,HORIZONTAL,1991,2,8 way,6,Capcom,joy8way,,Capcom
arcade,sf2ce,Street Fighter 2 2nd : Champion Edition,x,x,x,x,x,x,x,x,x,HORIZONTAL,1992,2,8 way,6,Capcom,joy8way,,Capcom
arcade,sf2hf,Street Fighter 2 3rd : Hyper Fighting,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1992,2,8 way,6,Capcom,joy8way,,Capcom
arcade,sfa,Street Fighter 2 Alpha 1: Warriors' Dreams,x,,x,x,x,,,,,HORIZONTAL,1995,2,8 way,6,Capcom,joy8way,,Capcom
arcade,sfa2,Street Fighter 2 Alpha 2,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1996,2,8 way,6,Capcom,joy8way,,Capcom
arcade,Street Fighter Alpha 3 MAX,Street Fighter 2 Alpha 3 MAX,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1998,2,8 way,6,Capcom,joy8way,,Capcom
arcade,sfa3,Street Fighter 2 Alpha 3,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1998,2,8 way,6,Capcom,joy8way,,Capcom
arcade,sfa3ud,Street Fighter 2 Alpha 3 Mix,x,x,x,x,x,x,x,x,,HORIZONTAL,1998,2,8 way,6,Capcom,joy8way,,Capcom
arcade,sfex2,Street Fighter 5 EX2,,x,x,x,,,,,,HORIZONTAL,1998,2,8 way,6,Capcom,joy8way,,Capcom / Arika
arcade,sfiii2n,Street Fighter 3 III 2nd Impact: Giant Attack,x,x,x,x,x,,,,,HORIZONTAL,1997,2,8 way,6,Capcom,joy8way,,Capcom
arcade,sfiii3n,Street Fighter 3 III 3rd Strike: Fight for the Future,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1999,2,8 way,6,Capcom,joy8way,,Capcom
arcade,sfiiin,Street Fighter 3 III 1st: New Generation,x,x,x,x,x,,,,,HORIZONTAL,1997,2,8 way,6,Capcom,joy8way,,Capcom
arcade,sfposeid,Sea Fighter Poseidon,x,x,x,x,x,,x,,,HORIZONTAL,1984,2,8 way,2,Taito,joy8way,,Taito
arcade,sftm,Street Fighter 4 The Movie,,x,x,x,,,,,,HORIZONTAL,1995,2,8 way,6,Capcom,joy8way,,Capcom / Incredible Technologies
arcade,sgemf,Super Gem Fighter Mini Mix,x,x,x,x,x,x,x,x,,HORIZONTAL,1997,2,8 way,3,Capcom,joy8way,,Capcom
arcade,shadfrce,Shadow Force,x,x,x,x,x,,,,,HORIZONTAL,1993,2,8 way,6,Technos,joy8way,,Technos Japan / Technos Japan Corp.
arcade,shangon,Super Hang-On (sitdown/upright),x,x,x,x,x,x,x,x,,HORIZONTAL,1987,1,analog,1,SEGA,,pedal / paddle,SEGA / bootleg
arcade,sharrier,Space Harrier,x,x,x,x,x,x,x,x,x,HORIZONTAL,1985,1,analog,3,SEGA,,stick,SEGA
arcade,shdancer,Shadow Dancer,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1989,2,8 way,3,SEGA,joy8way,,SEGA
arcade,shienryu,Shienryu,x,x,x,x,,,,,,VERTICAL,1997,4,8 way,4,Other,joy8way,,Warashi
arcade,shinobi,"Shinobi (set 6, System 16A)",x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1987,2,8 way,3,SEGA,joy8way,,SEGA
arcade,shocktr2,Shock Troopers 2 : 2nd Squad,x,x,x,x,x,x,x,x,,HORIZONTAL NEOGEO,1998,2,8 way,4,Neo Geo,joy8way,,Saurus / SNK
arcade,shocktro,Shock Troopers 1,x,x,x,x,x,x,x,x,,HORIZONTAL NEOGEO,1997,2,8 way,4,Neo Geo,joy8way,,Saurus / SNK
arcade,shollow,Satan's Hollow,x,x,x,x,,,,,,VERTICAL,1981,2,4 way,2,Midway,joy2way,,Bally Midway / Arcade Engineering
arcade,sidearms,Side Arms: Hyper Dyne,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1986,2,8 way,3,Capcom,joy8way,,Capcom
arcade,sidepckt,Side Pocket,x,x,x,x,x,,,,,HORIZONTAL,1986,2,8 way,2,Data East,joy8way,,Data East
arcade,silentd,Silent Dragon,,x,x,x,,,,,,HORIZONTAL,1992,4,8 way,3,Taito,joy8way,,Taito
arcade,silkworm,Silk Worm,x,x,x,x,x,x,x,x,x,HORIZONTAL,1988,2,8 way,3,Tecmo,joy8way,,Tecmo
arcade,simpsons2p,"Simpsons, The",x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1991,2,8 way,2,Konami,joy8way,,Konami
arcade,sinistar,Sinistar,x,x,x,x,x,x,x,x,,VERTICAL,1982,1,analog,2,Williams,,stick,Williams
arcade,slammast,Saturday Night Slam Masters,x,x,x,x,x,x,x,x,,HORIZONTAL,1993,4,8 way,3,Capcom,joy8way,,Capcom
arcade,slapfigh,Slap Fight,x,x,x,x,,,,,,VERTICAL,1986,2,8 way,2,Toaplan,joy8way,,Toaplan / Taito
arcade,slyspy,Sly Spy,x,x,x,x,x,x,x,x,x,HORIZONTAL,1989,2,8 way,2,Data East,joy8way,,Data East
arcade,smashtv,Smash T.V.,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1990,2,twin stick,0,Williams,doublejoy8way,,Williams
arcade,smgp,"Super Monaco GP (World, Rev B)",x,x,x,x,x,,,,,HORIZONTAL,1989,1,analog,2,SEGA,,pedal / paddle,SEGA
arcade,snowbro2,Snow Bros. 2: With New Elves,,x,x,x,,,,,,HORIZONTAL,1994,4,8 way,2,Toaplan,joy8way,,Hanafram / Toaplan
arcade,snowbros,Snow Bros. 1: Nick & Tom,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1990,2,8 way,3,Toaplan,joy8way,,Toaplan
arcade,socbrawl,Soccer Brawl,,x,x,x,,,,,,HORIZONTAL NEOGEO,1991,2,8 way,4,Neo Geo,joy8way,,SNK
arcade,sokyugrt,Soukyugurentai,,x,x,x,,,,,,HORIZONTAL,1996,4,8 way,4,Raizing,joy8way,,Raizing / Eighting
arcade,soldivid,Sol Divide: The Sword Of Darkness,,x,x,x,,,,,,HORIZONTAL,1997,2,8 way,3,Psikyo,joy8way,,Psikyo
arcade,solomon,Solomon's Key,x,x,x,x,x,x,MINI,x,x,HORIZONTAL,1986,2,8 way,2,Tecmo,joy8way,,Tecmo
arcade,sonicwi2,Aero Fighters 2,x,x,x,x,,,,,,HORIZONTAL NEOGEO,1994,2,8 way,4,Neo Geo,joy8way,,Video System Co. / Video System
arcade,sonicwi3,Aero Fighters 3,x,x,x,x,,,,,,HORIZONTAL NEOGEO,1995,2,8 way,4,Neo Geo,joy8way,,Video System Co. / Video System
arcade,sonson,Son Son,x,x,x,x,x,x,x,x,,HORIZONTAL,1984,2,4 way,1,Capcom,joy4way,,Capcom
arcade,soulclbr,Soul Calibur,x,x,x,x,x,x,x,x,,HORIZONTAL,1998,2,8 way,6,Namco,joy8way,,Namco
arcade,spang,Super Pang,x,x,x,x,x,x,x,x,,HORIZONTAL,1990,2,4 way,2,Capcom,joy4way,,Mitchell / Capcom
arcade,spelunk2,Spelunker 2: 23 no Kagi,x,x,x,x,x,,,,,HORIZONTAL,1986,2,8 way,2,Irem,joy8way,,Irem / licensed from Broderbund
arcade,spf2t,Super Puzzle Fighter II Turbo,x,x,x,x,x,x,x,x,,HORIZONTAL,1996,2,8 way,2,Capcom,joy8way,,Capcom
arcade,spidman,Spider-Man: The Videogame,x,x,x,x,x,,,,,HORIZONTAL,1991,4,8 way,2,SEGA,joy8way,,SEGA
arcade,spinmast,Spin Master,x,,x,x,x,,,,,HORIZONTAL NEOGEO,1993,2,8 way,4,Neo Geo,joy8way,,Data East
arcade,splatter,"Splatter House (World, new version",x,x,x,x,,,,,,HORIZONTAL,1988,2,8 way,3,Namco,joy8way,,Namco
arcade,spnchout,Super Punch-Out!!,x,x,x,x,x,,x,,,VERTICAL,1984,1,4 way,4,Nintendo,joy4way,,Nintendo
arcade,spy,S.P.Y.: Special Project Y,x,,x,x,x,,,,,HORIZONTAL,1989,2,8 way,2,Konami,joy8way,,Konami
arcade,spyhunt,Spy Hunter,x,x,x,x,x,,,,,VERTICAL,1983,1,analog,5,Midway,,pedal / paddle,Bally Midway
arcade,sqix,Super Qix,x,,x,x,x,,,,,VERTICAL,1987,2,4 way,2,Taito,joy4way,,Kaneko / Taito
arcade,srumbler,"Speed Rumbler, The",x,x,x,x,x,x,MINI,x,x,VERTICAL,1986,2,8 way,2,Capcom,joy8way,,Capcom
arcade,ssf2,Super Street Fighter 2 New Challengers,x,,x,x,x,,,,,HORIZONTAL,1993,2,8 way,6,Capcom,joy8way,,Capcom
